ftu,species_tag,age_tag,sex_tag,bmi_tag,age_yearold_tag,total_donor_record_count
islet of Langerhans,Homo sapiens,,male,Unknown,,5
islet of Langerhans,Homo sapiens,,others,Normal weight,,1
islet of Langerhans,Homo sapiens,,others,Underweight,,1
islet of Langerhans,Homo sapiens,,others,Unknown,,95
islet of Langerhans,Homo sapiens,,others,,,6
islet of Langerhans,Homo sapiens,,,,,2
liver lobule,Homo sapiens,others,female,Unknown,,57
liver lobule,Homo sapiens,others,female,,,15
liver lobule,Homo sapiens,others,male,Overweight,,1
liver lobule,Homo sapiens,others,male,Unknown,,24
liver lobule,Homo sapiens,others,male,,,23
liver lobule,Homo sapiens,others,others,Normal weight,,1
liver lobule,Homo sapiens,others,others,Obesity,,1
liver lobule,Homo sapiens,others,others,Unknown,,281
liver lobule,Homo sapiens,postnatal,female,Normal weight,"[20 years old, 25 years old)",2
liver lobule,Homo sapiens,postnatal,female,Normal weight,"[30 years old, 35 years old)",9
liver lobule,Homo sapiens,postnatal,female,Normal weight,"[35 years old, 40 years old)",1
liver lobule,Homo sapiens,postnatal,female,Normal weight,"[40 years old, 45 years old)",2
liver lobule,Homo sapiens,postnatal,female,Overweight,"[30 years old, 35 years old)",3
liver lobule,Homo sapiens,postnatal,female,Overweight,"[45 years old, 50 years old)",1
liver lobule,Homo sapiens,postnatal,female,Unknown,<1 year old,20
liver lobule,Homo sapiens,postnatal,female,Unknown,"[1 year old, 5 years old)",6
liver lobule,Homo sapiens,postnatal,female,Unknown,"[10 years old, 15 years old)",8
liver lobule,Homo sapiens,postnatal,female,Unknown,"[15 years old, 20 years old)",11
liver lobule,Homo sapiens,postnatal,female,Unknown,"[20 years old, 25 years old)",20
liver lobule,Homo sapiens,postnatal,female,Unknown,"[25 years old, 30 years old)",57
liver lobule,Homo sapiens,postnatal,female,Unknown,"[30 years old, 35 years old)",48
liver lobule,Homo sapiens,postnatal,female,Unknown,"[35 years old, 40 years old)",20
liver lobule,Homo sapiens,postnatal,female,Unknown,"[40 years old, 45 years old)",30
liver lobule,Homo sapiens,postnatal,female,Unknown,"[45 years old, 50 years old)",41
liver lobule,Homo sapiens,postnatal,female,Unknown,"[5 years old, 10 years old)",6
liver lobule,Homo sapiens,postnatal,female,Unknown,"[50 years old, 55 years old)",29
liver lobule,Homo sapiens,postnatal,female,Unknown,"[55 years old, 60 years old)",21
liver lobule,Homo sapiens,postnatal,female,Unknown,"[60 years old, 65 years old)",36
liver lobule,Homo sapiens,postnatal,female,Unknown,"[65 years old, 70 years old)",21
liver lobule,Homo sapiens,postnatal,female,Unknown,"[70 years old, 75 years old)",15
liver lobule,Homo sapiens,postnatal,female,Unknown,"[75 years old, 80 years old)",11
liver lobule,Homo sapiens,postnatal,female,Unknown,"[80 years old, 85 years old)",9
liver lobule,Homo sapiens,postnatal,female,Unknown,"[85 years old, 90 years old)",1
liver lobule,Homo sapiens,postnatal,female,Unknown,"[95 years old, 100 years old)",1
liver lobule,Homo sapiens,postnatal,female,,"[20 years old, 25 years old)",3
liver lobule,Homo sapiens,postnatal,female,,"[25 years old, 30 years old)",1
liver lobule,Homo sapiens,postnatal,female,,"[30 years old, 35 years old)",4
liver lobule,Homo sapiens,postnatal,female,,"[40 years old, 45 years old)",4
liver lobule,Homo sapiens,postnatal,female,,"[50 years old, 55 years old)",1
liver lobule,Homo sapiens,postnatal,female,,"[60 years old, 65 years old)",1
liver lobule,Homo sapiens,postnatal,male,Normal weight,"[30 years old, 35 years old)",7
liver lobule,Homo sapiens,postnatal,male,Obesity,"[65 years old, 70 years old)",1
liver lobule,Homo sapiens,postnatal,male,Overweight,"[30 years old, 35 years old)",3
liver lobule,Homo sapiens,postnatal,male,Unknown,<1 year old,13
liver lobule,Homo sapiens,postnatal,male,Unknown,"[1 year old, 5 years old)",13
liver lobule,Homo sapiens,postnatal,male,Unknown,"[10 years old, 15 years old)",8
liver lobule,Homo sapiens,postnatal,male,Unknown,"[15 years old, 20 years old)",13
liver lobule,Homo sapiens,postnatal,male,Unknown,"[20 years old, 25 years old)",13
liver lobule,Homo sapiens,postnatal,male,Unknown,"[25 years old, 30 years old)",41
liver lobule,Homo sapiens,postnatal,male,Unknown,"[30 years old, 35 years old)",24
liver lobule,Homo sapiens,postnatal,male,Unknown,"[35 years old, 40 years old)",16
liver lobule,Homo sapiens,postnatal,male,Unknown,"[40 years old, 45 years old)",41
liver lobule,Homo sapiens,postnatal,male,Unknown,"[45 years old, 50 years old)",27
liver lobule,Homo sapiens,postnatal,male,Unknown,"[5 years old, 10 years old)",12
liver lobule,Homo sapiens,postnatal,male,Unknown,"[50 years old, 55 years old)",24
liver lobule,Homo sapiens,postnatal,male,Unknown,"[55 years old, 60 years old)",31
liver lobule,Homo sapiens,postnatal,male,Unknown,"[60 years old, 65 years old)",34
liver lobule,Homo sapiens,postnatal,male,Unknown,"[65 years old, 70 years old)",29
liver lobule,Homo sapiens,postnatal,male,Unknown,"[70 years old, 75 years old)",25
liver lobule,Homo sapiens,postnatal,male,Unknown,"[75 years old, 80 years old)",12
liver lobule,Homo sapiens,postnatal,male,Unknown,"[80 years old, 85 years old)",4
liver lobule,Homo sapiens,postnatal,male,Unknown,"[85 years old, 90 years old)",6
liver lobule,Homo sapiens,postnatal,male,Unknown,"[90 years old, 95 years old)",2
liver lobule,Homo sapiens,postnatal,male,Unknown,"[95 years old, 100 years old)",1
liver lobule,Homo sapiens,postnatal,male,Unknown,others,2
liver lobule,Homo sapiens,postnatal,male,,"[20 years old, 25 years old)",1
liver lobule,Homo sapiens,postnatal,male,,"[30 years old, 35 years old)",12
liver lobule,Homo sapiens,postnatal,male,,"[35 years old, 40 years old)",1
liver lobule,Homo sapiens,postnatal,male,,"[40 years old, 45 years old)",9
liver lobule,Homo sapiens,postnatal,male,,"[60 years old, 65 years old)",1
liver lobule,Homo sapiens,postnatal,male,,"[65 years old, 70 years old)",1
liver lobule,Homo sapiens,postnatal,others,Normal weight,"[60 years old, 65 years old)",1
liver lobule,Homo sapiens,postnatal,others,Obesity,<1 year old,1
liver lobule,Homo sapiens,postnatal,others,Unknown,<1 year old,127
liver lobule,Homo sapiens,postnatal,others,Unknown,"[1 year old, 5 years old)",17
liver lobule,Homo sapiens,postnatal,others,Unknown,"[10 years old, 15 years old)",8
liver lobule,Homo sapiens,postnatal,others,Unknown,"[15 years old, 20 years old)",8
liver lobule,Homo sapiens,postnatal,others,Unknown,"[20 years old, 25 years old)",10
liver lobule,Homo sapiens,postnatal,others,Unknown,"[25 years old, 30 years old)",6
liver lobule,Homo sapiens,postnatal,others,Unknown,"[30 years old, 35 years old)",9
liver lobule,Homo sapiens,postnatal,others,Unknown,"[35 years old, 40 years old)",4
liver lobule,Homo sapiens,postnatal,others,Unknown,"[40 years old, 45 years old)",5
liver lobule,Homo sapiens,postnatal,others,Unknown,"[45 years old, 50 years old)",6
liver lobule,Homo sapiens,postnatal,others,Unknown,"[5 years old, 10 years old)",16
liver lobule,Homo sapiens,postnatal,others,Unknown,"[50 years old, 55 years old)",8
liver lobule,Homo sapiens,postnatal,others,Unknown,"[55 years old, 60 years old)",5
liver lobule,Homo sapiens,postnatal,others,Unknown,"[60 years old, 65 years old)",12
liver lobule,Homo sapiens,postnatal,others,Unknown,"[65 years old, 70 years old)",9
liver lobule,Homo sapiens,postnatal,others,Unknown,"[70 years old, 75 years old)",6
liver lobule,Homo sapiens,postnatal,others,Unknown,"[75 years old, 80 years old)",1
liver lobule,Homo sapiens,postnatal,others,Unknown,"[80 years old, 85 years old)",3
liver lobule,Homo sapiens,postnatal,others,Unknown,"[85 years old, 90 years old)",3
liver lobule,Homo sapiens,postnatal,others,Unknown,"[95 years old, 100 years old)",1
liver lobule,Homo sapiens,postnatal,others,Unknown,others,25
liver lobule,Homo sapiens,prenatal,female,Unknown,,3
liver lobule,Homo sapiens,prenatal,male,Unknown,,1
liver lobule,Homo sapiens,prenatal,others,Unknown,,151
liver lobule,Homo sapiens,unknown,female,Normal weight,,1
liver lobule,Homo sapiens,unknown,female,Obesity,,4
liver lobule,Homo sapiens,unknown,female,Unknown,,341
liver lobule,Homo sapiens,unknown,female,,,4
liver lobule,Homo sapiens,unknown,male,Obesity,,1
liver lobule,Homo sapiens,unknown,male,Unknown,,217
liver lobule,Homo sapiens,unknown,male,,,2
liver lobule,Homo sapiens,unknown,others,Normal weight,,1
liver lobule,Homo sapiens,unknown,others,Obesity,,20
liver lobule,Homo sapiens,unknown,others,Overweight,,2
liver lobule,Homo sapiens,unknown,others,Underweight,,2
liver lobule,Homo sapiens,unknown,others,Unknown,,6107
liver lobule,Homo sapiens,unknown,others,,,81
liver lobule,Homo sapiens,,female,Overweight,,1
liver lobule,Homo sapiens,,female,Unknown,,15
liver lobule,Homo sapiens,,female,,,2
liver lobule,Homo sapiens,,male,Overweight,,1
liver lobule,Homo sapiens,,male,Unknown,,16
liver lobule,Homo sapiens,,male,,,2
liver lobule,Homo sapiens,,others,Unknown,,76
liver lobule,Homo sapiens,,others,,,1
liver lobule,Homo sapiens,,,,,4
loop of Henle ascending limb thin segment,Homo sapiens,others,female,Unknown,,5
loop of Henle ascending limb thin segment,Homo sapiens,others,female,,,2
loop of Henle ascending limb thin segment,Homo sapiens,others,male,Unknown,,2
loop of Henle ascending limb thin segment,Homo sapiens,others,male,,,4
loop of Henle ascending limb thin segment,Homo sapiens,others,others,Unknown,,66
loop of Henle ascending limb thin segment,Homo sapiens,others,others,,,2
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,female,Normal weight,"[30 years old, 35 years old)",4
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,female,Overweight,"[45 years old, 50 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,female,Overweight,"[55 years old, 60 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,female,Unknown,<1 year old,1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,female,Unknown,"[1 year old, 5 years old)",2
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,female,Unknown,"[10 years old, 15 years old)",2
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,female,Unknown,"[15 years old, 20 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,female,Unknown,"[20 years old, 25 years old)",2
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,female,Unknown,"[25 years old, 30 years old)",16
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,female,Unknown,"[30 years old, 35 years old)",9
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,female,Unknown,"[35 years old, 40 years old)",3
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,female,Unknown,"[40 years old, 45 years old)",5
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,female,Unknown,"[5 years old, 10 years old)",3
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,female,Unknown,"[50 years old, 55 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,female,Unknown,"[55 years old, 60 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,female,Unknown,"[60 years old, 65 years old)",2
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,female,Unknown,"[65 years old, 70 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,female,Unknown,"[70 years old, 75 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,female,Unknown,"[75 years old, 80 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,female,,"[25 years old, 30 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,male,Normal weight,"[30 years old, 35 years old)",2
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,male,Obesity,"[60 years old, 65 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,male,Unknown,<1 year old,1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,male,Unknown,"[10 years old, 15 years old)",2
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,male,Unknown,"[15 years old, 20 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,male,Unknown,"[20 years old, 25 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,male,Unknown,"[25 years old, 30 years old)",3
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,male,Unknown,"[30 years old, 35 years old)",3
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,male,Unknown,"[35 years old, 40 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,male,Unknown,"[40 years old, 45 years old)",4
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,male,Unknown,"[45 years old, 50 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,male,Unknown,"[50 years old, 55 years old)",3
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,male,Unknown,"[55 years old, 60 years old)",6
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,male,Unknown,"[60 years old, 65 years old)",5
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,male,Unknown,"[65 years old, 70 years old)",7
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,male,Unknown,"[70 years old, 75 years old)",3
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,male,Unknown,"[75 years old, 80 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,male,Unknown,"[80 years old, 85 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,male,,"[30 years old, 35 years old)",3
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,others,Unknown,<1 year old,50
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,others,Unknown,"[1 year old, 5 years old)",9
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,others,Unknown,"[10 years old, 15 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,others,Unknown,"[15 years old, 20 years old)",2
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,others,Unknown,"[20 years old, 25 years old)",3
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,others,Unknown,"[30 years old, 35 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,others,Unknown,"[45 years old, 50 years old)",2
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,others,Unknown,"[5 years old, 10 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,others,Unknown,"[55 years old, 60 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,others,Unknown,"[60 years old, 65 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,others,Unknown,"[65 years old, 70 years old)",2
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,others,Unknown,"[70 years old, 75 years old)",2
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,others,Unknown,others,1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,others,,"[15 years old, 20 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,others,,"[30 years old, 35 years old)",1
loop of Henle ascending limb thin segment,Homo sapiens,prenatal,female,Unknown,,5
loop of Henle ascending limb thin segment,Homo sapiens,prenatal,others,Unknown,,22
loop of Henle ascending limb thin segment,Homo sapiens,unknown,female,Unknown,,47
loop of Henle ascending limb thin segment,Homo sapiens,unknown,male,Unknown,,55
loop of Henle ascending limb thin segment,Homo sapiens,unknown,others,Normal weight,,1
loop of Henle ascending limb thin segment,Homo sapiens,unknown,others,Obesity,,3
loop of Henle ascending limb thin segment,Homo sapiens,unknown,others,Overweight,,1
loop of Henle ascending limb thin segment,Homo sapiens,unknown,others,Unknown,,1064
loop of Henle ascending limb thin segment,Homo sapiens,unknown,others,,,16
loop of Henle ascending limb thin segment,Homo sapiens,,female,Unknown,,1
loop of Henle ascending limb thin segment,Homo sapiens,,male,Unknown,,2
loop of Henle ascending limb thin segment,Homo sapiens,,others,Unknown,,17
nephron,Homo sapiens,others,female,Normal weight,,2
nephron,Homo sapiens,others,female,Obesity,,1
nephron,Homo sapiens,others,female,Unknown,,147
nephron,Homo sapiens,others,female,,,54
nephron,Homo sapiens,others,male,Obesity,,3
nephron,Homo sapiens,others,male,Overweight,,4
nephron,Homo sapiens,others,male,Unknown,,145
nephron,Homo sapiens,others,male,,,79
nephron,Homo sapiens,others,others,Obesity,,4
nephron,Homo sapiens,others,others,Unknown,,1674
nephron,Homo sapiens,others,others,,,2
nephron,Homo sapiens,postnatal,female,Normal weight,"[20 years old, 25 years old)",3
nephron,Homo sapiens,postnatal,female,Normal weight,"[25 years old, 30 years old)",1
nephron,Homo sapiens,postnatal,female,Normal weight,"[30 years old, 35 years old)",29
nephron,Homo sapiens,postnatal,female,Normal weight,"[40 years old, 45 years old)",1
nephron,Homo sapiens,postnatal,female,Normal weight,"[50 years old, 55 years old)",2
nephron,Homo sapiens,postnatal,female,Normal weight,"[65 years old, 70 years old)",1
nephron,Homo sapiens,postnatal,female,Obesity,"[35 years old, 40 years old)",1
nephron,Homo sapiens,postnatal,female,Obesity,"[50 years old, 55 years old)",2
nephron,Homo sapiens,postnatal,female,Overweight,"[30 years old, 35 years old)",8
nephron,Homo sapiens,postnatal,female,Overweight,"[35 years old, 40 years old)",1
nephron,Homo sapiens,postnatal,female,Overweight,"[40 years old, 45 years old)",2
nephron,Homo sapiens,postnatal,female,Overweight,"[45 years old, 50 years old)",3
nephron,Homo sapiens,postnatal,female,Overweight,"[55 years old, 60 years old)",1
nephron,Homo sapiens,postnatal,female,Overweight,"[60 years old, 65 years old)",1
nephron,Homo sapiens,postnatal,female,Overweight,"[70 years old, 75 years old)",2
nephron,Homo sapiens,postnatal,female,Unknown,<1 year old,56
nephron,Homo sapiens,postnatal,female,Unknown,"[1 year old, 5 years old)",26
nephron,Homo sapiens,postnatal,female,Unknown,"[10 years old, 15 years old)",43
nephron,Homo sapiens,postnatal,female,Unknown,"[15 years old, 20 years old)",47
nephron,Homo sapiens,postnatal,female,Unknown,"[20 years old, 25 years old)",67
nephron,Homo sapiens,postnatal,female,Unknown,"[25 years old, 30 years old)",260
nephron,Homo sapiens,postnatal,female,Unknown,"[30 years old, 35 years old)",118
nephron,Homo sapiens,postnatal,female,Unknown,"[35 years old, 40 years old)",51
nephron,Homo sapiens,postnatal,female,Unknown,"[40 years old, 45 years old)",98
nephron,Homo sapiens,postnatal,female,Unknown,"[45 years old, 50 years old)",70
nephron,Homo sapiens,postnatal,female,Unknown,"[5 years old, 10 years old)",42
nephron,Homo sapiens,postnatal,female,Unknown,"[50 years old, 55 years old)",64
nephron,Homo sapiens,postnatal,female,Unknown,"[55 years old, 60 years old)",54
nephron,Homo sapiens,postnatal,female,Unknown,"[60 years old, 65 years old)",49
nephron,Homo sapiens,postnatal,female,Unknown,"[65 years old, 70 years old)",62
nephron,Homo sapiens,postnatal,female,Unknown,"[70 years old, 75 years old)",45
nephron,Homo sapiens,postnatal,female,Unknown,"[75 years old, 80 years old)",32
nephron,Homo sapiens,postnatal,female,Unknown,"[80 years old, 85 years old)",12
nephron,Homo sapiens,postnatal,female,Unknown,"[85 years old, 90 years old)",6
nephron,Homo sapiens,postnatal,female,Unknown,"[90 years old, 95 years old)",3
nephron,Homo sapiens,postnatal,female,Unknown,"[95 years old, 100 years old)",1
nephron,Homo sapiens,postnatal,female,Unknown,others,5
nephron,Homo sapiens,postnatal,female,,"[20 years old, 25 years old)",7
nephron,Homo sapiens,postnatal,female,,"[25 years old, 30 years old)",5
nephron,Homo sapiens,postnatal,female,,"[30 years old, 35 years old)",4
nephron,Homo sapiens,postnatal,female,,"[35 years old, 40 years old)",1
nephron,Homo sapiens,postnatal,female,,"[40 years old, 45 years old)",4
nephron,Homo sapiens,postnatal,male,Normal weight,"[30 years old, 35 years old)",24
nephron,Homo sapiens,postnatal,male,Normal weight,"[40 years old, 45 years old)",2
nephron,Homo sapiens,postnatal,male,Normal weight,"[45 years old, 50 years old)",3
nephron,Homo sapiens,postnatal,male,Normal weight,"[50 years old, 55 years old)",1
nephron,Homo sapiens,postnatal,male,Normal weight,"[55 years old, 60 years old)",2
nephron,Homo sapiens,postnatal,male,Normal weight,"[65 years old, 70 years old)",1
nephron,Homo sapiens,postnatal,male,Obesity,"[50 years old, 55 years old)",2
nephron,Homo sapiens,postnatal,male,Obesity,"[60 years old, 65 years old)",1
nephron,Homo sapiens,postnatal,male,Overweight,"[30 years old, 35 years old)",5
nephron,Homo sapiens,postnatal,male,Overweight,"[40 years old, 45 years old)",1
nephron,Homo sapiens,postnatal,male,Overweight,"[50 years old, 55 years old)",1
nephron,Homo sapiens,postnatal,male,Overweight,"[55 years old, 60 years old)",1
nephron,Homo sapiens,postnatal,male,Overweight,"[60 years old, 65 years old)",4
nephron,Homo sapiens,postnatal,male,Overweight,"[65 years old, 70 years old)",2
nephron,Homo sapiens,postnatal,male,Overweight,"[70 years old, 75 years old)",1
nephron,Homo sapiens,postnatal,male,Unknown,<1 year old,78
nephron,Homo sapiens,postnatal,male,Unknown,>=100 years old,1
nephron,Homo sapiens,postnatal,male,Unknown,"[1 year old, 5 years old)",48
nephron,Homo sapiens,postnatal,male,Unknown,"[10 years old, 15 years old)",59
nephron,Homo sapiens,postnatal,male,Unknown,"[15 years old, 20 years old)",69
nephron,Homo sapiens,postnatal,male,Unknown,"[20 years old, 25 years old)",70
nephron,Homo sapiens,postnatal,male,Unknown,"[25 years old, 30 years old)",85
nephron,Homo sapiens,postnatal,male,Unknown,"[30 years old, 35 years old)",94
nephron,Homo sapiens,postnatal,male,Unknown,"[35 years old, 40 years old)",45
nephron,Homo sapiens,postnatal,male,Unknown,"[40 years old, 45 years old)",96
nephron,Homo sapiens,postnatal,male,Unknown,"[45 years old, 50 years old)",82
nephron,Homo sapiens,postnatal,male,Unknown,"[5 years old, 10 years old)",41
nephron,Homo sapiens,postnatal,male,Unknown,"[50 years old, 55 years old)",96
nephron,Homo sapiens,postnatal,male,Unknown,"[55 years old, 60 years old)",73
nephron,Homo sapiens,postnatal,male,Unknown,"[60 years old, 65 years old)",95
nephron,Homo sapiens,postnatal,male,Unknown,"[65 years old, 70 years old)",98
nephron,Homo sapiens,postnatal,male,Unknown,"[70 years old, 75 years old)",59
nephron,Homo sapiens,postnatal,male,Unknown,"[75 years old, 80 years old)",46
nephron,Homo sapiens,postnatal,male,Unknown,"[80 years old, 85 years old)",23
nephron,Homo sapiens,postnatal,male,Unknown,"[85 years old, 90 years old)",5
nephron,Homo sapiens,postnatal,male,Unknown,"[90 years old, 95 years old)",2
nephron,Homo sapiens,postnatal,male,Unknown,others,8
nephron,Homo sapiens,postnatal,male,,"[20 years old, 25 years old)",1
nephron,Homo sapiens,postnatal,male,,"[30 years old, 35 years old)",21
nephron,Homo sapiens,postnatal,male,,"[40 years old, 45 years old)",13
nephron,Homo sapiens,postnatal,male,,"[50 years old, 55 years old)",1
nephron,Homo sapiens,postnatal,male,,"[60 years old, 65 years old)",1
nephron,Homo sapiens,postnatal,male,,"[65 years old, 70 years old)",1
nephron,Homo sapiens,postnatal,others,Normal weight,"[25 years old, 30 years old)",2
nephron,Homo sapiens,postnatal,others,Normal weight,"[50 years old, 55 years old)",1
nephron,Homo sapiens,postnatal,others,Normal weight,"[55 years old, 60 years old)",1
nephron,Homo sapiens,postnatal,others,Obesity,"[10 years old, 15 years old)",2
nephron,Homo sapiens,postnatal,others,Obesity,"[45 years old, 50 years old)",1
nephron,Homo sapiens,postnatal,others,Obesity,"[55 years old, 60 years old)",2
nephron,Homo sapiens,postnatal,others,Obesity,others,1
nephron,Homo sapiens,postnatal,others,Overweight,"[30 years old, 35 years old)",1
nephron,Homo sapiens,postnatal,others,Overweight,"[40 years old, 45 years old)",2
nephron,Homo sapiens,postnatal,others,Overweight,"[45 years old, 50 years old)",1
nephron,Homo sapiens,postnatal,others,Overweight,"[65 years old, 70 years old)",1
nephron,Homo sapiens,postnatal,others,Overweight,"[70 years old, 75 years old)",2
nephron,Homo sapiens,postnatal,others,Unknown,<1 year old,616
nephron,Homo sapiens,postnatal,others,Unknown,>=100 years old,1
nephron,Homo sapiens,postnatal,others,Unknown,"[1 year old, 5 years old)",89
nephron,Homo sapiens,postnatal,others,Unknown,"[10 years old, 15 years old)",91
nephron,Homo sapiens,postnatal,others,Unknown,"[15 years old, 20 years old)",79
nephron,Homo sapiens,postnatal,others,Unknown,"[20 years old, 25 years old)",52
nephron,Homo sapiens,postnatal,others,Unknown,"[25 years old, 30 years old)",24
nephron,Homo sapiens,postnatal,others,Unknown,"[30 years old, 35 years old)",48
nephron,Homo sapiens,postnatal,others,Unknown,"[35 years old, 40 years old)",42
nephron,Homo sapiens,postnatal,others,Unknown,"[40 years old, 45 years old)",48
nephron,Homo sapiens,postnatal,others,Unknown,"[45 years old, 50 years old)",40
nephron,Homo sapiens,postnatal,others,Unknown,"[5 years old, 10 years old)",74
nephron,Homo sapiens,postnatal,others,Unknown,"[50 years old, 55 years old)",45
nephron,Homo sapiens,postnatal,others,Unknown,"[55 years old, 60 years old)",32
nephron,Homo sapiens,postnatal,others,Unknown,"[60 years old, 65 years old)",61
nephron,Homo sapiens,postnatal,others,Unknown,"[65 years old, 70 years old)",42
nephron,Homo sapiens,postnatal,others,Unknown,"[70 years old, 75 years old)",32
nephron,Homo sapiens,postnatal,others,Unknown,"[75 years old, 80 years old)",16
nephron,Homo sapiens,postnatal,others,Unknown,"[80 years old, 85 years old)",4
nephron,Homo sapiens,postnatal,others,Unknown,"[90 years old, 95 years old)",2
nephron,Homo sapiens,postnatal,others,Unknown,"[95 years old, 100 years old)",1
nephron,Homo sapiens,postnatal,others,Unknown,others,99
nephron,Homo sapiens,postnatal,others,,"[15 years old, 20 years old)",1
nephron,Homo sapiens,postnatal,others,,"[30 years old, 35 years old)",1
nephron,Homo sapiens,postnatal,others,,"[45 years old, 50 years old)",1
nephron,Homo sapiens,postnatal,others,,"[50 years old, 55 years old)",1
nephron,Homo sapiens,postnatal,others,,"[70 years old, 75 years old)",1
nephron,Homo sapiens,postnatal,others,,others,1
nephron,Homo sapiens,prenatal,female,Unknown,,29
nephron,Homo sapiens,prenatal,male,Unknown,,42
nephron,Homo sapiens,prenatal,others,Unknown,,627
nephron,Homo sapiens,prenatal,others,,,1
nephron,Homo sapiens,unknown,female,Normal weight,,2
nephron,Homo sapiens,unknown,female,Obesity,,6
nephron,Homo sapiens,unknown,female,Overweight,,2
nephron,Homo sapiens,unknown,female,Unknown,,1268
nephron,Homo sapiens,unknown,female,,,5
nephron,Homo sapiens,unknown,male,Normal weight,,2
nephron,Homo sapiens,unknown,male,Obesity,,6
nephron,Homo sapiens,unknown,male,Underweight,,1
nephron,Homo sapiens,unknown,male,Unknown,,1541
nephron,Homo sapiens,unknown,male,,,7
nephron,Homo sapiens,unknown,others,Normal weight,,11
nephron,Homo sapiens,unknown,others,Obesity,,42
nephron,Homo sapiens,unknown,others,Overweight,,14
nephron,Homo sapiens,unknown,others,Underweight,,14
nephron,Homo sapiens,unknown,others,Unknown,,32361
nephron,Homo sapiens,unknown,others,,,300
nephron,Homo sapiens,,female,Unknown,,38
nephron,Homo sapiens,,female,,,3
nephron,Homo sapiens,,male,Overweight,,1
nephron,Homo sapiens,,male,Unknown,,51
nephron,Homo sapiens,,male,,,6
nephron,Homo sapiens,,others,Normal weight,,3
nephron,Homo sapiens,,others,Overweight,,5
nephron,Homo sapiens,,others,Unknown,,361
nephron,Homo sapiens,,others,,,3
nephron,Homo sapiens,,,,,8
outer medullary collecting duct,Homo sapiens,others,female,Unknown,,6
outer medullary collecting duct,Homo sapiens,others,female,,,9
outer medullary collecting duct,Homo sapiens,others,male,Unknown,,3
outer medullary collecting duct,Homo sapiens,others,male,,,12
outer medullary collecting duct,Homo sapiens,others,others,Unknown,,55
outer medullary collecting duct,Homo sapiens,others,others,,,1
