ftu,pmcid,graphic,sex_tag,value,unit
descending limb of loop of Henle,PMC8669347,fcvm-08-736226-g0001,male,25,um
descending limb of loop of Henle,PMC8669347,fcvm-08-736226-g0001,female,25,um
prostate glandular acinus,PMC8714797,fgene-12-799886-g003,male,20,um
prostate glandular acinus,PMC8714797,fgene-12-799886-g003,male,20,um
prostate glandular acinus,PMC8714797,fgene-12-799886-g003,male,20,um
nephron,PMC8686241,12882_2021_2626_Fig1_HTML,male,50,um
nephron,PMC8686241,12882_2021_2626_Fig1_HTML,male,50,um
nephron,PMC8491544,fgene-12-741355-g003,male,50,um
prostate glandular acinus,PMC8491544,fgene-12-741355-g003,male,50,um
nephron,PMC8491544,fgene-12-741355-g003,male,50,um
prostate glandular acinus,PMC8491544,fgene-12-741355-g003,male,50,um
nephron,PMC8491544,fgene-12-741355-g003,male,50,um
prostate glandular acinus,PMC8491544,fgene-12-741355-g003,male,50,um
nephron,PMC8491544,fgene-12-741355-g004,male,50,um
prostate glandular acinus,PMC8491544,fgene-12-741355-g004,male,50,um
nephron,PMC8491544,fgene-12-741355-g004,male,50,um
prostate glandular acinus,PMC8491544,fgene-12-741355-g004,male,50,um
nephron,PMC8491544,fgene-12-741355-g004,male,50,um
prostate glandular acinus,PMC8491544,fgene-12-741355-g004,male,50,um
nephron,PMC8491544,fgene-12-741355-g004,male,50,um
prostate glandular acinus,PMC8491544,fgene-12-741355-g004,male,50,um
papillary layer of dermis,PMC8509846,ijms-22-10765-g003,male,0.5,um
epidermal ridge of digit,PMC8466526,ijms-22-09937-g001,male,50,um
epidermal ridge of digit,PMC8466526,ijms-22-09937-g001,male,100,um
epidermal ridge of digit,PMC8466526,ijms-22-09937-g001,female,50,um
epidermal ridge of digit,PMC8466526,ijms-22-09937-g001,female,100,um
nephron,PMC8658012,ijms-22-12735-g006a,female,10,um
prostate glandular acinus,PMC8658012,ijms-22-12735-g006a,female,10,um
prostate glandular acinus,PMC8658012,ijms-22-12735-g006a,female,50,um
prostate glandular acinus,PMC8658012,ijms-22-12735-g006a,female,200,um
prostate glandular acinus,PMC8658012,ijms-22-12735-g006a,female,200,um
prostate glandular acinus,PMC8658012,ijms-22-12735-g006a,female,10,um
prostate glandular acinus,PMC8658012,ijms-22-12735-g006a,female,10,um
nephron,PMC8658012,ijms-22-12735-g006a,female,10,um
nephron,PMC8658012,ijms-22-12735-g006a,female,50,um
nephron,PMC8658012,ijms-22-12735-g006a,female,200,um
nephron,PMC8658012,ijms-22-12735-g006a,female,200,um
nephron,PMC8658012,ijms-22-12735-g006a,female,10,um
nephron,PMC8658012,ijms-22-12735-g006a,female,10,um
prostate glandular acinus,PMC8658012,ijms-22-12735-g006a,female,10,um
nephron,PMC8658012,ijms-22-12735-g006a,female,10,um
prostate glandular acinus,PMC8658012,ijms-22-12735-g006a,female,10,um
prostate glandular acinus,PMC8658012,ijms-22-12735-g006a,female,50,um
prostate glandular acinus,PMC8658012,ijms-22-12735-g006a,female,200,um
prostate glandular acinus,PMC8658012,ijms-22-12735-g006a,female,200,um
prostate glandular acinus,PMC8658012,ijms-22-12735-g006a,female,10,um
prostate glandular acinus,PMC8658012,ijms-22-12735-g006a,female,10,um
nephron,PMC8658012,ijms-22-12735-g006a,female,10,um
nephron,PMC8658012,ijms-22-12735-g006a,female,50,um
nephron,PMC8658012,ijms-22-12735-g006a,female,200,um
nephron,PMC8658012,ijms-22-12735-g006a,female,200,um
nephron,PMC8658012,ijms-22-12735-g006a,female,10,um
nephron,PMC8658012,ijms-22-12735-g006a,female,10,um
prostate glandular acinus,PMC8658012,ijms-22-12735-g006a,female,10,um
epidermal ridge of digit,PMC8702552,fendo-12-769316-g003,female,200,um
epidermal ridge of digit,PMC8702552,fendo-12-769316-g003,female,100,um
epidermal ridge of digit,PMC8725352,13020_2021_555_Fig8_HTML,female,500,um
white pulp of spleen,PMC8683535,CAM4-10-8976-g003,male,50,um
white pulp of spleen,PMC8683535,CAM4-10-8976-g003,male,5,um
white pulp of spleen,PMC8683535,CAM4-10-8976-g003,male,10,um
white pulp of spleen,PMC8683535,CAM4-10-8976-g003,male,10,um
white pulp of spleen,PMC8683535,CAM4-10-8976-g003,male,10,um
white pulp of spleen,PMC8683535,CAM4-10-8976-g003,male,10,um
white pulp of spleen,PMC8683535,CAM4-10-8976-g003,male,10,um
white pulp of spleen,PMC8683535,CAM4-10-8976-g003,male,10,um
red pulp of spleen,PMC8719990,OMCL2021-3673313.001,male,200,um
red pulp of spleen,PMC8719990,OMCL2021-3673313.001,male,200,um
red pulp of spleen,PMC8719990,OMCL2021-3673313.001,female,200,um
red pulp of spleen,PMC8719990,OMCL2021-3673313.001,female,200,um
red pulp of spleen,PMC8719990,OMCL2021-3673313.001,male,200,um
red pulp of spleen,PMC8719990,OMCL2021-3673313.001,male,200,um
red pulp of spleen,PMC8719990,OMCL2021-3673313.001,female,200,um
red pulp of spleen,PMC8719990,OMCL2021-3673313.001,female,200,um
papillary layer of dermis,PMC8467324,cells-10-02303-g032,male,100,um
white pulp of spleen,PMC8467324,cells-10-02303-g032,male,100,um
descending limb of loop of Henle,PMC8467324,cells-10-02303-g032,male,100,um
red pulp of spleen,PMC8467324,cells-10-02303-g032,male,100,um
papillary layer of dermis,PMC8707425,pharmaceutics-13-02013-g010,male,20,um
papillary layer of dermis,PMC8707425,pharmaceutics-13-02013-g010,male,20,um
epidermal ridge of digit,PMC8707425,pharmaceutics-13-02013-g010,male,20,um
epidermal ridge of digit,PMC8707425,pharmaceutics-13-02013-g010,male,20,um
papillary layer of dermis,PMC8707425,pharmaceutics-13-02013-g010,female,20,um
papillary layer of dermis,PMC8707425,pharmaceutics-13-02013-g010,female,20,um
epidermal ridge of digit,PMC8707425,pharmaceutics-13-02013-g010,female,20,um
epidermal ridge of digit,PMC8707425,pharmaceutics-13-02013-g010,female,20,um
papillary layer of dermis,PMC8707425,pharmaceutics-13-02013-g010,male,20,um
papillary layer of dermis,PMC8707425,pharmaceutics-13-02013-g010,male,20,um
epidermal ridge of digit,PMC8707425,pharmaceutics-13-02013-g010,male,20,um
epidermal ridge of digit,PMC8707425,pharmaceutics-13-02013-g010,male,20,um
papillary layer of dermis,PMC8707425,pharmaceutics-13-02013-g010,female,20,um
papillary layer of dermis,PMC8707425,pharmaceutics-13-02013-g010,female,20,um
epidermal ridge of digit,PMC8707425,pharmaceutics-13-02013-g010,female,20,um
epidermal ridge of digit,PMC8707425,pharmaceutics-13-02013-g010,female,20,um
nephron,PMC8491544,fgene-12-741355-g005,male,50,um
prostate glandular acinus,PMC8491544,fgene-12-741355-g005,male,50,um
nephron,PMC8491544,fgene-12-741355-g005,male,50,um
prostate glandular acinus,PMC8491544,fgene-12-741355-g005,male,50,um
nephron,PMC8491544,fgene-12-741355-g005,male,50,um
prostate glandular acinus,PMC8491544,fgene-12-741355-g005,male,50,um
nephron,PMC8491544,fgene-12-741355-g005,male,50,um
prostate glandular acinus,PMC8491544,fgene-12-741355-g005,male,50,um
descending limb of loop of Henle,PMC6185975,41467_2018_6617_Fig6_HTML,male,200,um
descending limb of loop of Henle,PMC6185975,41467_2018_6617_Fig6_HTML,male,100,um
nephron,PMC6164239,ijms-19-02751-g002,female,50,um
islet of Langerhans,PMC8894601,fendo-13-777868-g002,male,80,um
islet of Langerhans,PMC8894601,fendo-13-777868-g002,male,50,um
islet of Langerhans,PMC8894601,fendo-13-777868-g002,male,100,um
pancreatic acinus,PMC8894601,fendo-13-777868-g002,male,80,um
pancreatic acinus,PMC8894601,fendo-13-777868-g002,male,50,um
pancreatic acinus,PMC8894601,fendo-13-777868-g002,male,100,um
crypt of Lieberkuhn of large intestine,PMC6087744,fphar-09-00865-g004,female,50,um
crypt of Lieberkuhn of large intestine,PMC6087744,fphar-09-00865-g002,female,100,um
nephron,PMC8882188,41419_2022_4641_Fig7_HTML,female,10,um
nephron,PMC6060246,fimmu-09-01562-g002,female,30,um
nephron,PMC6060246,fimmu-09-01562-g002,female,100,um
crypt of Lieberkuhn of large intestine,PMC6060246,fimmu-09-01562-g002,female,30,um
crypt of Lieberkuhn of large intestine,PMC6060246,fimmu-09-01562-g002,female,100,um
papillary layer of dermis,PMC6065311,41467_2018_5436_Fig2_HTML,female,200,um
descending limb of loop of Henle,PMC8907449,fimmu-13-822604-g004,female,100,um
nephron,PMC8907449,fimmu-13-822604-g004,female,100,um
crypt of Lieberkuhn of large intestine,PMC6087744,fphar-09-00865-g001,male,50,um
crypt of Lieberkuhn of large intestine,PMC6087744,fphar-09-00865-g001,male,50,um
crypt of Lieberkuhn of large intestine,PMC6087744,fphar-09-00865-g007,female,50,um
nephron,PMC6073236,ijms-19-01903-g007a,male,50,um
crypt of Lieberkuhn of large intestine,PMC6087744,fphar-09-00865-g005,female,50,um
descending limb of loop of Henle,PMC3817220,pone.0078593.g001,female,10,um
alveolus of lung,PMC3817220,pone.0078593.g001,female,10,um
cortical collecting duct,PMC3817220,pone.0078593.g001,female,10,um
thick ascending limb of loop of Henle,PMC3817220,pone.0078593.g001,female,10,um
loop of Henle ascending limb thin segment,PMC3817220,pone.0078593.g001,female,10,um
papillary layer of dermis,PMC3759422,pone.0073596.g007,female,50,um
white pulp of spleen,PMC3765760,ISRN.INFLAMMATION2013-907821.011,male,25,um
red pulp of spleen,PMC3765760,ISRN.INFLAMMATION2013-907821.011,male,25,um
white pulp of spleen,PMC3765760,ISRN.INFLAMMATION2013-907821.011,male,25,um
red pulp of spleen,PMC3765760,ISRN.INFLAMMATION2013-907821.011,male,25,um
prostate glandular acinus,PMC3758271,pone.0074602.g005,male,100,um
prostate glandular acinus,PMC3758271,pone.0074602.g005,female,100,um
papillary layer of dermis,PMC3759422,pone.0073596.g005,female,50,um
islet of Langerhans,PMC3753348,pone.0072132.g001,female,50,um
pancreatic acinus,PMC3753348,pone.0072132.g001,female,50,um
pancreatic acinus,PMC3789713,pone.0076122.g003,female,20,um
islet of Langerhans,PMC3813280,ijpr-12-325-g006,male,60,um
islet of Langerhans,PMC3813280,ijpr-12-325-g006,male,60,um
prostate glandular acinus,PMC3813280,ijpr-12-325-g006,male,60,um
prostate glandular acinus,PMC3813280,ijpr-12-325-g006,male,60,um
pancreatic acinus,PMC3813280,ijpr-12-325-g006,male,60,um
pancreatic acinus,PMC3813280,ijpr-12-325-g006,male,60,um
islet of Langerhans,PMC3813280,ijpr-12-325-g006,female,60,um
islet of Langerhans,PMC3813280,ijpr-12-325-g006,female,60,um
prostate glandular acinus,PMC3813280,ijpr-12-325-g006,female,60,um
prostate glandular acinus,PMC3813280,ijpr-12-325-g006,female,60,um
pancreatic acinus,PMC3813280,ijpr-12-325-g006,female,60,um
pancreatic acinus,PMC3813280,ijpr-12-325-g006,female,60,um
crypt of Lieberkuhn of large intestine,PMC3743876,pone.0070786.g006,female,50,um
crypt of Lieberkuhn of large intestine,PMC3743876,pone.0070786.g006,female,50,um
intercalated duct of pancreas,PMC10645887,41467_2023_43226_Fig10_HTML,female,50,um
cortical collecting duct,PMC10645887,41467_2023_43226_Fig10_HTML,female,50,um
thick ascending limb of loop of Henle,PMC10645887,41467_2023_43226_Fig10_HTML,female,50,um
descending limb of loop of Henle,PMC10645887,41467_2023_43226_Fig10_HTML,female,50,um
nephron,PMC10645887,41467_2023_43226_Fig10_HTML,female,50,um
intercalated duct of pancreas,PMC10645887,41467_2023_43226_Fig10_HTML,male,50,um
cortical collecting duct,PMC10645887,41467_2023_43226_Fig10_HTML,male,50,um
thick ascending limb of loop of Henle,PMC10645887,41467_2023_43226_Fig10_HTML,male,50,um
descending limb of loop of Henle,PMC10645887,41467_2023_43226_Fig10_HTML,male,50,um
nephron,PMC10645887,41467_2023_43226_Fig10_HTML,male,50,um
intercalated duct of pancreas,PMC10645887,41467_2023_43226_Fig10_HTML,male,50,um
cortical collecting duct,PMC10645887,41467_2023_43226_Fig10_HTML,male,50,um
thick ascending limb of loop of Henle,PMC10645887,41467_2023_43226_Fig10_HTML,male,50,um
descending limb of loop of Henle,PMC10645887,41467_2023_43226_Fig10_HTML,male,50,um
nephron,PMC10645887,41467_2023_43226_Fig10_HTML,male,50,um
intercalated duct of pancreas,PMC10645887,41467_2023_43226_Fig10_HTML,female,50,um
cortical collecting duct,PMC10645887,41467_2023_43226_Fig10_HTML,female,50,um
thick ascending limb of loop of Henle,PMC10645887,41467_2023_43226_Fig10_HTML,female,50,um
descending limb of loop of Henle,PMC10645887,41467_2023_43226_Fig10_HTML,female,50,um
nephron,PMC10645887,41467_2023_43226_Fig10_HTML,female,50,um
nephron,PMC10629824,elife-87698-fig2,male,10,um
nephron,PMC10644598,12964_2023_1218_Fig1_HTML,male,50,um
nephron,PMC10644598,12964_2023_1218_Fig1_HTML,male,50,um
nephron,PMC10644598,12964_2023_1218_Fig1_HTML,male,1,um
nephron,PMC10644598,12964_2023_1218_Fig1_HTML,female,50,um
nephron,PMC10644598,12964_2023_1218_Fig1_HTML,female,50,um
nephron,PMC10644598,12964_2023_1218_Fig1_HTML,female,1,um
nephron,PMC10629824,elife-87698-fig2-figsupp1,male,10,um
papillary layer of dermis,PMC10630875,EMMM-15-e17973-g011,male,20,um
descending limb of loop of Henle,PMC10630875,EMMM-15-e17973-g011,male,20,um
nephron,PMC10629824,elife-87698-fig2-figsupp2,male,10,um
nephron,PMC10629824,elife-87698-fig2-figsupp2,male,10,um
nephron,PMC10629824,elife-87698-fig2-figsupp2,male,10,um
nephron,PMC10629824,elife-87698-fig2-figsupp2,male,10,um
bronchus submucosal gland,PMC10646046,41467_2023_42913_Fig3_HTML,male,50,um
bronchus submucosal gland,PMC10646046,41467_2023_42913_Fig3_HTML,male,200,um
bronchus submucosal gland,PMC10646046,41467_2023_42913_Fig3_HTML,male,200,um
bronchus submucosal gland,PMC10646046,41467_2023_42913_Fig3_HTML,male,20,um
bronchus submucosal gland,PMC10646046,41467_2023_42913_Fig3_HTML,male,20,um
bronchus submucosal gland,PMC10646046,41467_2023_42913_Fig3_HTML,female,50,um
bronchus submucosal gland,PMC10646046,41467_2023_42913_Fig3_HTML,female,200,um
bronchus submucosal gland,PMC10646046,41467_2023_42913_Fig3_HTML,female,200,um
bronchus submucosal gland,PMC10646046,41467_2023_42913_Fig3_HTML,female,20,um
bronchus submucosal gland,PMC10646046,41467_2023_42913_Fig3_HTML,female,20,um
nephron,PMC10629824,elife-87698-fig1,male,10,um
nephron,PMC10629824,elife-87698-fig2-figsupp3,male,10,um
nephron,PMC10629824,elife-87698-fig2-figsupp3,male,10,um
nephron,PMC10629824,elife-87698-fig2-figsupp4,male,10,um
nephron,PMC10629824,elife-87698-fig2-figsupp4,male,10,um
nephron,PMC10620829,ijbsv19p5145g004,male,10,um
nephron,PMC10620829,ijbsv19p5145g004,male,1,um
nephron,PMC10620829,ijbsv19p5145g004,male,0.5,um
liver lobule,PMC10645999,41598_2023_47098_Fig4_HTML,male,50,um
liver lobule,PMC10645999,41598_2023_47098_Fig4_HTML,male,200,um
liver lobule,PMC10645999,41598_2023_47098_Fig4_HTML,male,100,um
liver lobule,PMC10645999,41598_2023_47098_Fig4_HTML,female,50,um
liver lobule,PMC10645999,41598_2023_47098_Fig4_HTML,female,200,um
liver lobule,PMC10645999,41598_2023_47098_Fig4_HTML,female,100,um
nephron,PMC10629824,elife-87698-fig1-figsupp3,male,10,um
nephron,PMC10629824,elife-87698-fig1-figsupp3,male,10,um
nephron,PMC10629824,elife-87698-fig1-figsupp3,male,10,um
nephron,PMC10629824,elife-87698-fig1-figsupp3,male,10,um
epidermal ridge of digit,PMC11112102,fphar-15-1380057-g011,male,50,um
epidermal ridge of digit,PMC11112102,fphar-15-1380057-g011,female,50,um
liver lobule,PMC11121209,ijms-25-05203-g002,female,200,um
intestinal villus,PMC11149369,40364_2024_598_Fig1_HTML,female,50,um
nephron,PMC11124142,nutrients-16-01416-g006,male,50,um
nephron,PMC11124142,nutrients-16-01416-g006,female,50,um
nephron,PMC11112924,12917_2024_4047_Fig4_HTML,male,50,um
nephron,PMC11112924,12917_2024_4047_Fig4_HTML,male,50,um
crypt of Lieberkuhn of large intestine,PMC11151570,13058_2024_1845_Fig1_HTML,female,100,um
islet of Langerhans,PMC11151570,13058_2024_1845_Fig1_HTML,female,100,um
crypt of Lieberkuhn of large intestine,PMC11151570,13058_2024_1845_Fig1_HTML,female,100,um
islet of Langerhans,PMC11151570,13058_2024_1845_Fig1_HTML,female,100,um
crypt of Lieberkuhn of large intestine,PMC11151570,13058_2024_1845_Fig1_HTML,female,100,um
islet of Langerhans,PMC11151570,13058_2024_1845_Fig1_HTML,female,100,um
liver lobule,PMC11121209,ijms-25-05203-g001,male,200,um
liver lobule,PMC11121209,ijms-25-05203-g001,female,200,um
epidermal ridge of digit,PMC11124085,nutrients-16-01467-g003,male,100,um
epidermal ridge of digit,PMC11124085,nutrients-16-01467-g003,female,100,um
white pulp of spleen,PMC11155401,thnov14p3385g008,female,500,um
white pulp of spleen,PMC11155401,thnov14p3385g008,female,100,um
white pulp of spleen,PMC11155401,thnov14p3385g008,female,100,um
red pulp of spleen,PMC11155401,thnov14p3385g008,female,500,um
red pulp of spleen,PMC11155401,thnov14p3385g008,female,100,um
red pulp of spleen,PMC11155401,thnov14p3385g008,female,100,um
white pulp of spleen,PMC11155401,thnov14p3385g008,female,500,um
white pulp of spleen,PMC11155401,thnov14p3385g008,female,100,um
white pulp of spleen,PMC11155401,thnov14p3385g008,female,100,um
red pulp of spleen,PMC11155401,thnov14p3385g008,female,500,um
red pulp of spleen,PMC11155401,thnov14p3385g008,female,100,um
red pulp of spleen,PMC11155401,thnov14p3385g008,female,100,um
white pulp of spleen,PMC11155401,thnov14p3385g008,female,500,um
white pulp of spleen,PMC11155401,thnov14p3385g008,female,100,um
white pulp of spleen,PMC11155401,thnov14p3385g008,female,100,um
red pulp of spleen,PMC11155401,thnov14p3385g008,female,500,um
red pulp of spleen,PMC11155401,thnov14p3385g008,female,100,um
red pulp of spleen,PMC11155401,thnov14p3385g008,female,100,um
descending limb of loop of Henle,PMC4847158,cs1300813fig3,female,20,um
epidermal ridge of digit,PMC4848316,fncel-10-00103-g0004,male,80,um
epidermal ridge of digit,PMC4848316,fncel-10-00103-g0004,male,80,um
epidermal ridge of digit,PMC4848316,fncel-10-00103-g0004,male,80,um
epidermal ridge of digit,PMC4848316,fncel-10-00103-g0004,male,80,um
epidermal ridge of digit,PMC4848316,fncel-10-00103-g0005,male,8,um
pancreatic acinus,PMC4907459,pone.0157004.g001,female,80,um
pancreatic acinus,PMC4907459,pone.0157004.g001,female,80,um
pancreatic acinus,PMC4907459,pone.0157004.g001,female,80,um
alveolus of lung,PMC4873194,pone.0156004.g002,female,200,um
white pulp of spleen,PMC4873194,pone.0156004.g002,female,200,um
red pulp of spleen,PMC4873194,pone.0156004.g002,female,200,um
alveolus of lung,PMC4873194,pone.0156004.g002,male,200,um
white pulp of spleen,PMC4873194,pone.0156004.g002,male,200,um
red pulp of spleen,PMC4873194,pone.0156004.g002,male,200,um
epidermal ridge of digit,PMC4893800,joces-129-180703-g6,female,10,um
papillary layer of dermis,PMC4893800,joces-129-180703-g6,female,10,um
nephron,PMC7504095,ijms-21-05962-g001,male,200,um
nephron,PMC7504095,ijms-21-05962-g001,male,20,um
islet of Langerhans,PMC7969620,41419_2021_3561_Fig1_HTML,female,200,um
pancreatic acinus,PMC7969620,41419_2021_3561_Fig1_HTML,female,200,um
islet of Langerhans,PMC7969620,41419_2021_3561_Fig1_HTML,female,200,um
pancreatic acinus,PMC7969620,41419_2021_3561_Fig1_HTML,female,200,um
islet of Langerhans,PMC7969620,41419_2021_3561_Fig1_HTML,female,200,um
pancreatic acinus,PMC7969620,41419_2021_3561_Fig1_HTML,female,200,um
islet of Langerhans,PMC7969620,41419_2021_3561_Fig1_HTML,female,200,um
pancreatic acinus,PMC7969620,41419_2021_3561_Fig1_HTML,female,200,um
islet of Langerhans,PMC7969620,41419_2021_3561_Fig1_HTML,female,200,um
pancreatic acinus,PMC7969620,41419_2021_3561_Fig1_HTML,female,200,um
crypt of Lieberkuhn of large intestine,PMC7999896,animals-11-00809-g001,male,50,um
crypt of Lieberkuhn of large intestine,PMC7999896,animals-11-00809-g001,male,100,um
intestinal villus,PMC7999896,animals-11-00809-g001,male,50,um
intestinal villus,PMC7999896,animals-11-00809-g001,male,100,um
red pulp of spleen,PMC7999896,animals-11-00809-g001,male,50,um
red pulp of spleen,PMC7999896,animals-11-00809-g001,male,100,um
crypt of Lieberkuhn of large intestine,PMC7999896,animals-11-00809-g001,female,50,um
crypt of Lieberkuhn of large intestine,PMC7999896,animals-11-00809-g001,female,100,um
intestinal villus,PMC7999896,animals-11-00809-g001,female,50,um
intestinal villus,PMC7999896,animals-11-00809-g001,female,100,um
red pulp of spleen,PMC7999896,animals-11-00809-g001,female,50,um
red pulp of spleen,PMC7999896,animals-11-00809-g001,female,100,um
descending limb of loop of Henle,PMC7539331,EMMM-12-e12013-g003,male,400,um
white pulp of spleen,PMC7539331,EMMM-12-e12013-g003,male,400,um
red pulp of spleen,PMC7539331,EMMM-12-e12013-g003,male,400,um
descending limb of loop of Henle,PMC7985266,fneur-12-632336-g0005,male,200,um
descending limb of loop of Henle,PMC7985266,fneur-12-632336-g0005,female,200,um
epidermal ridge of digit,PMC8003850,cells-10-00696-g002,female,100,um
epidermal ridge of digit,PMC7529460,elife-59464-fig4,male,20,um
epidermal ridge of digit,PMC7529460,elife-59464-fig4,male,5,um
epidermal ridge of digit,PMC7529460,elife-59464-fig4,female,20,um
epidermal ridge of digit,PMC7529460,elife-59464-fig4,female,5,um
papillary layer of dermis,PMC7992814,12917_2021_2807_Fig6_HTML,female,2,um
papillary layer of dermis,PMC7992814,12917_2021_2807_Fig6_HTML,female,1,um
papillary layer of dermis,PMC7992814,12917_2021_2807_Fig6_HTML,female,1,um
papillary layer of dermis,PMC7538976,41598_2020_71646_Fig3_HTML,male,5,um
papillary layer of dermis,PMC7538976,41598_2020_71646_Fig3_HTML,male,5,um
papillary layer of dermis,PMC7538976,41598_2020_71646_Fig3_HTML,male,2,um
papillary layer of dermis,PMC7538976,41598_2020_71646_Fig3_HTML,male,1,um
papillary layer of dermis,PMC7538976,41598_2020_71646_Fig3_HTML,male,1,um
papillary layer of dermis,PMC7538976,41598_2020_71646_Fig3_HTML,male,0.5,um
papillary layer of dermis,PMC7538976,41598_2020_71646_Fig3_HTML,female,5,um
papillary layer of dermis,PMC7538976,41598_2020_71646_Fig3_HTML,female,5,um
papillary layer of dermis,PMC7538976,41598_2020_71646_Fig3_HTML,female,2,um
papillary layer of dermis,PMC7538976,41598_2020_71646_Fig3_HTML,female,1,um
papillary layer of dermis,PMC7538976,41598_2020_71646_Fig3_HTML,female,1,um
papillary layer of dermis,PMC7538976,41598_2020_71646_Fig3_HTML,female,0.5,um
red pulp of spleen,PMC7969930,41467_2021_21940_Fig4_HTML,male,10,um
red pulp of spleen,PMC7969930,41467_2021_21940_Fig4_HTML,male,10,um
red pulp of spleen,PMC7969930,41467_2021_21940_Fig4_HTML,female,10,um
red pulp of spleen,PMC7969930,41467_2021_21940_Fig4_HTML,female,10,um
descending limb of loop of Henle,PMC7539331,EMMM-12-e12013-g002,male,400,um
white pulp of spleen,PMC7539331,EMMM-12-e12013-g002,male,400,um
red pulp of spleen,PMC7539331,EMMM-12-e12013-g002,male,400,um
descending limb of loop of Henle,PMC7539331,EMMM-12-e12013-g002,male,400,um
white pulp of spleen,PMC7539331,EMMM-12-e12013-g002,male,400,um
red pulp of spleen,PMC7539331,EMMM-12-e12013-g002,male,400,um
epidermal ridge of digit,PMC9473169,c8na00323h-f4,female,10,um
epidermal ridge of digit,PMC9473169,c8na00323h-f4,female,10,um
epidermal ridge of digit,PMC9677724,gdz-0001-0092-g05,male,5,um
epidermal ridge of digit,PMC9677724,gdz-0001-0092-g05,male,5,um
nephron,PMC9677724,gdz-0001-0092-g05,male,5,um
nephron,PMC9677724,gdz-0001-0092-g05,male,5,um
epidermal ridge of digit,PMC9677724,gdz-0001-0092-g05,female,5,um
epidermal ridge of digit,PMC9677724,gdz-0001-0092-g05,female,5,um
nephron,PMC9677724,gdz-0001-0092-g05,female,5,um
nephron,PMC9677724,gdz-0001-0092-g05,female,5,um
epidermal ridge of digit,PMC9677724,gdz-0001-0092-g05,female,5,um
epidermal ridge of digit,PMC9677724,gdz-0001-0092-g05,female,5,um
nephron,PMC9677724,gdz-0001-0092-g05,female,5,um
nephron,PMC9677724,gdz-0001-0092-g05,female,5,um
epidermal ridge of digit,PMC9677724,gdz-0001-0092-g05,female,5,um
epidermal ridge of digit,PMC9677724,gdz-0001-0092-g05,female,5,um
nephron,PMC9677724,gdz-0001-0092-g05,female,5,um
nephron,PMC9677724,gdz-0001-0092-g05,female,5,um
epidermal ridge of digit,PMC9677724,gdz-0001-0092-g05,female,5,um
epidermal ridge of digit,PMC9677724,gdz-0001-0092-g05,female,5,um
nephron,PMC9677724,gdz-0001-0092-g05,female,5,um
nephron,PMC9677724,gdz-0001-0092-g05,female,5,um
epidermal ridge of digit,PMC9677724,gdz-0001-0092-g05,female,5,um
epidermal ridge of digit,PMC9677724,gdz-0001-0092-g05,female,5,um
nephron,PMC9677724,gdz-0001-0092-g05,female,5,um
nephron,PMC9677724,gdz-0001-0092-g05,female,5,um
epidermal ridge of digit,PMC9677724,gdz-0001-0092-g05,female,5,um
epidermal ridge of digit,PMC9677724,gdz-0001-0092-g05,female,5,um
nephron,PMC9677724,gdz-0001-0092-g05,female,5,um
nephron,PMC9677724,gdz-0001-0092-g05,female,5,um
intestinal villus,PMC9687044,animals-12-03206-g005,male,50,um
intestinal villus,PMC9687044,animals-12-03206-g005,male,100,um
white pulp of spleen,PMC9687044,animals-12-03206-g005,male,50,um
white pulp of spleen,PMC9687044,animals-12-03206-g005,male,100,um
red pulp of spleen,PMC9687044,animals-12-03206-g005,male,50,um
red pulp of spleen,PMC9687044,animals-12-03206-g005,male,100,um
intestinal villus,PMC9687044,animals-12-03206-g005,female,50,um
intestinal villus,PMC9687044,animals-12-03206-g005,female,100,um
white pulp of spleen,PMC9687044,animals-12-03206-g005,female,50,um
white pulp of spleen,PMC9687044,animals-12-03206-g005,female,100,um
red pulp of spleen,PMC9687044,animals-12-03206-g005,female,50,um
red pulp of spleen,PMC9687044,animals-12-03206-g005,female,100,um
intestinal villus,PMC9687044,animals-12-03206-g005,male,50,um
intestinal villus,PMC9687044,animals-12-03206-g005,male,100,um
white pulp of spleen,PMC9687044,animals-12-03206-g005,male,50,um
white pulp of spleen,PMC9687044,animals-12-03206-g005,male,100,um
red pulp of spleen,PMC9687044,animals-12-03206-g005,male,50,um
red pulp of spleen,PMC9687044,animals-12-03206-g005,male,100,um
intestinal villus,PMC9687044,animals-12-03206-g005,female,50,um
intestinal villus,PMC9687044,animals-12-03206-g005,female,100,um
white pulp of spleen,PMC9687044,animals-12-03206-g005,female,50,um
white pulp of spleen,PMC9687044,animals-12-03206-g005,female,100,um
red pulp of spleen,PMC9687044,animals-12-03206-g005,female,50,um
red pulp of spleen,PMC9687044,animals-12-03206-g005,female,100,um
thick ascending limb of loop of Henle,PMC9689821,diagnostics-12-02848-g001,female,100,um
islet of Langerhans,PMC9705293,41467_2022_34990_Fig2_HTML,male,20,um
islet of Langerhans,PMC9705293,41467_2022_34990_Fig2_HTML,male,10,um
islet of Langerhans,PMC9705293,41467_2022_34990_Fig2_HTML,male,10,um
nephron,PMC9705293,41467_2022_34990_Fig2_HTML,male,20,um
nephron,PMC9705293,41467_2022_34990_Fig2_HTML,male,10,um
nephron,PMC9705293,41467_2022_34990_Fig2_HTML,male,10,um
islet of Langerhans,PMC9705293,41467_2022_34990_Fig2_HTML,male,20,um
