ftu,pmcid,graphic,sex_tag,value,unit
pancreatic acinus,PMC6179265,pone.0205461.g005,male,50,um
islet of Langerhans,PMC6179265,pone.0205461.g005,male,50,um
nephron,PMC6179265,pone.0205461.g005,male,50,um
white pulp of spleen,PMC6179265,pone.0205461.g005,male,50,um
renal corpuscle,PMC6179265,pone.0205461.g005,male,50,um
red pulp of spleen,PMC6179265,pone.0205461.g005,male,50,um
pancreatic acinus,PMC6179265,pone.0205461.g005,male,50,um
islet of Langerhans,PMC6179265,pone.0205461.g005,female,50,um
nephron,PMC6179265,pone.0205461.g005,female,50,um
white pulp of spleen,PMC6179265,pone.0205461.g005,female,50,um
renal corpuscle,PMC6179265,pone.0205461.g005,female,50,um
red pulp of spleen,PMC6179265,pone.0205461.g005,female,50,um
pancreatic acinus,PMC6179265,pone.0205461.g005,female,50,um
islet of Langerhans,PMC6179265,pone.0205461.g005,female,50,um
nephron,PMC6179265,pone.0205461.g005,female,50,um
white pulp of spleen,PMC6179265,pone.0205461.g005,female,50,um
renal corpuscle,PMC6179265,pone.0205461.g005,female,50,um
red pulp of spleen,PMC6179265,pone.0205461.g005,female,50,um
pancreatic acinus,PMC6179265,pone.0205461.g005,female,50,um
islet of Langerhans,PMC6179265,pone.0205461.g005,female,50,um
nephron,PMC6179265,pone.0205461.g005,female,50,um
white pulp of spleen,PMC6179265,pone.0205461.g005,female,50,um
renal corpuscle,PMC6179265,pone.0205461.g005,female,50,um
red pulp of spleen,PMC6179265,pone.0205461.g005,female,50,um
pancreatic acinus,PMC6179265,pone.0205461.g005,female,50,um
white pulp of spleen,PMC6165256,materials-11-01664-g004,male,2,um
red pulp of spleen,PMC6165256,materials-11-01664-g004,male,2,um
white pulp of spleen,PMC6165256,materials-11-01664-g004,male,2,um
red pulp of spleen,PMC6165256,materials-11-01664-g004,male,2,um
white pulp of spleen,PMC6165256,materials-11-01664-g004,female,2,um
red pulp of spleen,PMC6165256,materials-11-01664-g004,female,2,um
white pulp of spleen,PMC6165256,materials-11-01664-g004,female,2,um
red pulp of spleen,PMC6165256,materials-11-01664-g004,female,2,um
nephron,PMC6170475,41598_2018_33126_Fig5_HTML,male,50,um
nephron,PMC6170475,41598_2018_33126_Fig5_HTML,male,25,um
intestinal villus,PMC6182581,10735_2018_9791_Fig6_HTML,female,200,um
intestinal villus,PMC6182581,10735_2018_9791_Fig6_HTML,female,200,um
intestinal villus,PMC6182581,10735_2018_9791_Fig6_HTML,female,100,um
descending limb of loop of Henle,PMC6191151,pbio.2005512.g009,female,50,um
descending limb of loop of Henle,PMC6191151,pbio.2005512.g009,female,200,um
thick ascending limb of loop of Henle,PMC6191151,pbio.2005512.g009,female,50,um
thick ascending limb of loop of Henle,PMC6191151,pbio.2005512.g009,female,200,um
descending limb of loop of Henle,PMC6185975,41467_2018_6617_Fig6_HTML,male,200,um
descending limb of loop of Henle,PMC6185975,41467_2018_6617_Fig6_HTML,male,100,um
nephron,PMC6164239,ijms-19-02751-g002,female,50,um
white pulp of spleen,PMC6194196,fpls-09-01481-g001,male,100,um
red pulp of spleen,PMC6194196,fpls-09-01481-g001,male,100,um
white pulp of spleen,PMC6194196,fpls-09-01481-g001,female,100,um
red pulp of spleen,PMC6194196,fpls-09-01481-g001,female,100,um
islet of Langerhans,PMC8894601,fendo-13-777868-g002,male,80,um
islet of Langerhans,PMC8894601,fendo-13-777868-g002,male,50,um
islet of Langerhans,PMC8894601,fendo-13-777868-g002,male,100,um
pancreatic acinus,PMC8894601,fendo-13-777868-g002,male,80,um
pancreatic acinus,PMC8894601,fendo-13-777868-g002,male,50,um
pancreatic acinus,PMC8894601,fendo-13-777868-g002,male,100,um
papillary layer of dermis,PMC8887668,fcell-10-809979-g009,male,500,um
papillary layer of dermis,PMC8887668,fcell-10-809979-g009,male,500,um
papillary layer of dermis,PMC8887668,fcell-10-809979-g009,female,500,um
papillary layer of dermis,PMC8887668,fcell-10-809979-g009,female,500,um
intestinal villus,PMC8888994,dmab039f1,female,500,um
intestinal villus,PMC8888994,dmab039f1,female,50,um
crypt of Lieberkuhn of large intestine,PMC8888994,dmab039f1,female,500,um
crypt of Lieberkuhn of large intestine,PMC8888994,dmab039f1,female,50,um
crypt of Lieberkuhn of large intestine,PMC6087744,fphar-09-00865-g004,female,50,um
crypt of Lieberkuhn of large intestine,PMC6087744,fphar-09-00865-g002,female,100,um
nephron,PMC8882188,41419_2022_4641_Fig7_HTML,female,10,um
nephron,PMC6060246,fimmu-09-01562-g002,female,30,um
nephron,PMC6060246,fimmu-09-01562-g002,female,100,um
crypt of Lieberkuhn of large intestine,PMC6060246,fimmu-09-01562-g002,female,30,um
crypt of Lieberkuhn of large intestine,PMC6060246,fimmu-09-01562-g002,female,100,um
epidermal ridge of digit,PMC6076273,41467_2018_5237_Fig10_HTML,male,2,um
epidermal ridge of digit,PMC6076273,41467_2018_5237_Fig10_HTML,male,20,um
epidermal ridge of digit,PMC6076273,41467_2018_5237_Fig10_HTML,female,2,um
epidermal ridge of digit,PMC6076273,41467_2018_5237_Fig10_HTML,female,20,um
epidermal ridge of digit,PMC6076273,41467_2018_5237_Fig10_HTML,female,2,um
epidermal ridge of digit,PMC6076273,41467_2018_5237_Fig10_HTML,female,20,um
red pulp of spleen,PMC8899192,JCMM-26-1594-g003,male,100,um
red pulp of spleen,PMC8899192,JCMM-26-1594-g003,female,100,um
red pulp of spleen,PMC8899192,JCMM-26-1594-g003,male,100,um
red pulp of spleen,PMC8899192,JCMM-26-1594-g003,female,100,um
nephron,PMC8909951,ijms-23-02547-g003,male,25,um
prostate glandular acinus,PMC8909951,ijms-23-02547-g003,male,25,um
papillary layer of dermis,PMC6065311,41467_2018_5436_Fig2_HTML,female,200,um
prostate glandular acinus,PMC6066568,fcell-06-00078-g0004,female,30,um
descending limb of loop of Henle,PMC8907449,fimmu-13-822604-g004,female,100,um
nephron,PMC8907449,fimmu-13-822604-g004,female,100,um
red pulp of spleen,PMC8899192,JCMM-26-1594-g004,male,50,um
red pulp of spleen,PMC8899192,JCMM-26-1594-g004,female,50,um
red pulp of spleen,PMC8899192,JCMM-26-1594-g004,male,50,um
red pulp of spleen,PMC8899192,JCMM-26-1594-g004,female,50,um
crypt of Lieberkuhn of large intestine,PMC6087744,fphar-09-00865-g001,male,50,um
crypt of Lieberkuhn of large intestine,PMC6087744,fphar-09-00865-g001,male,50,um
epidermal ridge of digit,PMC6076273,41467_2018_5237_Fig5_HTML,female,10,um
epidermal ridge of digit,PMC6076273,41467_2018_5237_Fig5_HTML,female,10,um
epidermal ridge of digit,PMC6076273,41467_2018_5237_Fig5_HTML,female,10,um
islet of Langerhans,PMC8884173,fbioe-10-764682-g005,female,200,um
islet of Langerhans,PMC8884173,fbioe-10-764682-g005,female,100,um
liver lobule,PMC8884173,fbioe-10-764682-g005,female,200,um
liver lobule,PMC8884173,fbioe-10-764682-g005,female,100,um
prostate glandular acinus,PMC8907185,42003_2022_3154_Fig2_HTML,male,100,um
crypt of Lieberkuhn of large intestine,PMC6087744,fphar-09-00865-g007,female,50,um
nephron,PMC6073236,ijms-19-01903-g007a,male,50,um
crypt of Lieberkuhn of large intestine,PMC6087744,fphar-09-00865-g005,female,50,um
descending limb of loop of Henle,PMC3817220,pone.0078593.g001,female,10,um
alveolus of lung,PMC3817220,pone.0078593.g001,female,10,um
cortical collecting duct,PMC3817220,pone.0078593.g001,female,10,um
thick ascending limb of loop of Henle,PMC3817220,pone.0078593.g001,female,10,um
loop of Henle ascending limb thin segment,PMC3817220,pone.0078593.g001,female,10,um
papillary layer of dermis,PMC3759422,pone.0073596.g007,female,50,um
white pulp of spleen,PMC3765760,ISRN.INFLAMMATION2013-907821.011,male,25,um
red pulp of spleen,PMC3765760,ISRN.INFLAMMATION2013-907821.011,male,25,um
white pulp of spleen,PMC3765760,ISRN.INFLAMMATION2013-907821.011,male,25,um
red pulp of spleen,PMC3765760,ISRN.INFLAMMATION2013-907821.011,male,25,um
prostate glandular acinus,PMC3758271,pone.0074602.g005,male,100,um
prostate glandular acinus,PMC3758271,pone.0074602.g005,female,100,um
papillary layer of dermis,PMC3759422,pone.0073596.g005,female,50,um
islet of Langerhans,PMC3753348,pone.0072132.g001,female,50,um
pancreatic acinus,PMC3753348,pone.0072132.g001,female,50,um
pancreatic acinus,PMC3789713,pone.0076122.g003,female,20,um
islet of Langerhans,PMC3813280,ijpr-12-325-g006,male,60,um
islet of Langerhans,PMC3813280,ijpr-12-325-g006,male,60,um
prostate glandular acinus,PMC3813280,ijpr-12-325-g006,male,60,um
prostate glandular acinus,PMC3813280,ijpr-12-325-g006,male,60,um
pancreatic acinus,PMC3813280,ijpr-12-325-g006,male,60,um
pancreatic acinus,PMC3813280,ijpr-12-325-g006,male,60,um
islet of Langerhans,PMC3813280,ijpr-12-325-g006,female,60,um
islet of Langerhans,PMC3813280,ijpr-12-325-g006,female,60,um
prostate glandular acinus,PMC3813280,ijpr-12-325-g006,female,60,um
prostate glandular acinus,PMC3813280,ijpr-12-325-g006,female,60,um
pancreatic acinus,PMC3813280,ijpr-12-325-g006,female,60,um
pancreatic acinus,PMC3813280,ijpr-12-325-g006,female,60,um
crypt of Lieberkuhn of large intestine,PMC3743876,pone.0070786.g006,female,50,um
crypt of Lieberkuhn of large intestine,PMC3743876,pone.0070786.g006,female,50,um
epidermal ridge of digit,PMC10625843,physrev.00032.2022_f013,female,100,um
intercalated duct of pancreas,PMC10645887,41467_2023_43226_Fig10_HTML,female,50,um
cortical collecting duct,PMC10645887,41467_2023_43226_Fig10_HTML,female,50,um
thick ascending limb of loop of Henle,PMC10645887,41467_2023_43226_Fig10_HTML,female,50,um
descending limb of loop of Henle,PMC10645887,41467_2023_43226_Fig10_HTML,female,50,um
nephron,PMC10645887,41467_2023_43226_Fig10_HTML,female,50,um
intercalated duct of pancreas,PMC10645887,41467_2023_43226_Fig10_HTML,male,50,um
cortical collecting duct,PMC10645887,41467_2023_43226_Fig10_HTML,male,50,um
thick ascending limb of loop of Henle,PMC10645887,41467_2023_43226_Fig10_HTML,male,50,um
descending limb of loop of Henle,PMC10645887,41467_2023_43226_Fig10_HTML,male,50,um
nephron,PMC10645887,41467_2023_43226_Fig10_HTML,male,50,um
intercalated duct of pancreas,PMC10645887,41467_2023_43226_Fig10_HTML,male,50,um
cortical collecting duct,PMC10645887,41467_2023_43226_Fig10_HTML,male,50,um
thick ascending limb of loop of Henle,PMC10645887,41467_2023_43226_Fig10_HTML,male,50,um
descending limb of loop of Henle,PMC10645887,41467_2023_43226_Fig10_HTML,male,50,um
nephron,PMC10645887,41467_2023_43226_Fig10_HTML,male,50,um
intercalated duct of pancreas,PMC10645887,41467_2023_43226_Fig10_HTML,female,50,um
cortical collecting duct,PMC10645887,41467_2023_43226_Fig10_HTML,female,50,um
thick ascending limb of loop of Henle,PMC10645887,41467_2023_43226_Fig10_HTML,female,50,um
descending limb of loop of Henle,PMC10645887,41467_2023_43226_Fig10_HTML,female,50,um
nephron,PMC10645887,41467_2023_43226_Fig10_HTML,female,50,um
nephron,PMC10629824,elife-87698-fig2,male,10,um
nephron,PMC10644598,12964_2023_1218_Fig1_HTML,male,50,um
nephron,PMC10644598,12964_2023_1218_Fig1_HTML,male,50,um
nephron,PMC10644598,12964_2023_1218_Fig1_HTML,male,1,um
nephron,PMC10644598,12964_2023_1218_Fig1_HTML,female,50,um
nephron,PMC10644598,12964_2023_1218_Fig1_HTML,female,50,um
nephron,PMC10644598,12964_2023_1218_Fig1_HTML,female,1,um
nephron,PMC10629824,elife-87698-fig2-figsupp1,male,10,um
papillary layer of dermis,PMC10630875,EMMM-15-e17973-g011,male,20,um
descending limb of loop of Henle,PMC10630875,EMMM-15-e17973-g011,male,20,um
nephron,PMC10629824,elife-87698-fig2-figsupp2,male,10,um
nephron,PMC10629824,elife-87698-fig2-figsupp2,male,10,um
nephron,PMC10629824,elife-87698-fig2-figsupp2,male,10,um
nephron,PMC10629824,elife-87698-fig2-figsupp2,male,10,um
epidermal ridge of digit,PMC10625843,physrev.00032.2022_f012,female,50,um
epidermal ridge of digit,PMC10625843,physrev.00032.2022_f012,female,50,um
epidermal ridge of digit,PMC10625843,physrev.00032.2022_f012,female,200,um
epidermal ridge of digit,PMC10625843,physrev.00032.2022_f012,female,20,um
epidermal ridge of digit,PMC10625843,physrev.00032.2022_f012,female,100,um
bronchus submucosal gland,PMC10646046,41467_2023_42913_Fig3_HTML,male,50,um
bronchus submucosal gland,PMC10646046,41467_2023_42913_Fig3_HTML,male,200,um
bronchus submucosal gland,PMC10646046,41467_2023_42913_Fig3_HTML,male,200,um
bronchus submucosal gland,PMC10646046,41467_2023_42913_Fig3_HTML,male,20,um
bronchus submucosal gland,PMC10646046,41467_2023_42913_Fig3_HTML,male,20,um
bronchus submucosal gland,PMC10646046,41467_2023_42913_Fig3_HTML,female,50,um
bronchus submucosal gland,PMC10646046,41467_2023_42913_Fig3_HTML,female,200,um
bronchus submucosal gland,PMC10646046,41467_2023_42913_Fig3_HTML,female,200,um
bronchus submucosal gland,PMC10646046,41467_2023_42913_Fig3_HTML,female,20,um
bronchus submucosal gland,PMC10646046,41467_2023_42913_Fig3_HTML,female,20,um
nephron,PMC10629824,elife-87698-fig1,male,10,um
nephron,PMC10629824,elife-87698-fig2-figsupp3,male,10,um
nephron,PMC10629824,elife-87698-fig2-figsupp3,male,10,um
nephron,PMC10629824,elife-87698-fig2-figsupp4,male,10,um
nephron,PMC10629824,elife-87698-fig2-figsupp4,male,10,um
nephron,PMC10620829,ijbsv19p5145g004,male,10,um
nephron,PMC10620829,ijbsv19p5145g004,male,1,um
nephron,PMC10620829,ijbsv19p5145g004,male,0.5,um
liver lobule,PMC10645999,41598_2023_47098_Fig4_HTML,male,50,um
liver lobule,PMC10645999,41598_2023_47098_Fig4_HTML,male,200,um
liver lobule,PMC10645999,41598_2023_47098_Fig4_HTML,male,100,um
liver lobule,PMC10645999,41598_2023_47098_Fig4_HTML,female,50,um
liver lobule,PMC10645999,41598_2023_47098_Fig4_HTML,female,200,um
liver lobule,PMC10645999,41598_2023_47098_Fig4_HTML,female,100,um
nephron,PMC10629824,elife-87698-fig1-figsupp3,male,10,um
nephron,PMC10629824,elife-87698-fig1-figsupp3,male,10,um
nephron,PMC10629824,elife-87698-fig1-figsupp3,male,10,um
nephron,PMC10629824,elife-87698-fig1-figsupp3,male,10,um
epidermal ridge of digit,PMC11112102,fphar-15-1380057-g011,male,50,um
epidermal ridge of digit,PMC11112102,fphar-15-1380057-g011,female,50,um
liver lobule,PMC11121209,ijms-25-05203-g002,female,200,um
intestinal villus,PMC11149369,40364_2024_598_Fig1_HTML,female,50,um
nephron,PMC11124142,nutrients-16-01416-g006,male,50,um
nephron,PMC11124142,nutrients-16-01416-g006,female,50,um
nephron,PMC11112924,12917_2024_4047_Fig4_HTML,male,50,um
nephron,PMC11112924,12917_2024_4047_Fig4_HTML,male,50,um
thick ascending limb of loop of Henle,PMC11149249,13227_2024_227_Fig1_HTML,female,10,um
thick ascending limb of loop of Henle,PMC11149249,13227_2024_227_Fig1_HTML,female,50,um
thick ascending limb of loop of Henle,PMC11149249,13227_2024_227_Fig1_HTML,female,25,um
thick ascending limb of loop of Henle,PMC11149249,13227_2024_227_Fig1_HTML,female,2,um
crypt of Lieberkuhn of large intestine,PMC11151570,13058_2024_1845_Fig1_HTML,female,100,um
islet of Langerhans,PMC11151570,13058_2024_1845_Fig1_HTML,female,100,um
crypt of Lieberkuhn of large intestine,PMC11151570,13058_2024_1845_Fig1_HTML,female,100,um
islet of Langerhans,PMC11151570,13058_2024_1845_Fig1_HTML,female,100,um
crypt of Lieberkuhn of large intestine,PMC11151570,13058_2024_1845_Fig1_HTML,female,100,um
islet of Langerhans,PMC11151570,13058_2024_1845_Fig1_HTML,female,100,um
white pulp of spleen,PMC11155102,12870_2024_5226_Fig2_HTML,female,100,um
red pulp of spleen,PMC11155102,12870_2024_5226_Fig2_HTML,female,100,um
liver lobule,PMC11121209,ijms-25-05203-g001,male,200,um
liver lobule,PMC11121209,ijms-25-05203-g001,female,200,um
epidermal ridge of digit,PMC11124085,nutrients-16-01467-g003,male,100,um
epidermal ridge of digit,PMC11124085,nutrients-16-01467-g003,female,100,um
liver lobule,PMC11123825,pathogens-13-00373-g007,male,10,um
liver lobule,PMC11123825,pathogens-13-00373-g007,female,10,um
white pulp of spleen,PMC11155401,thnov14p3385g008,female,500,um
white pulp of spleen,PMC11155401,thnov14p3385g008,female,100,um
white pulp of spleen,PMC11155401,thnov14p3385g008,female,100,um
red pulp of spleen,PMC11155401,thnov14p3385g008,female,500,um
red pulp of spleen,PMC11155401,thnov14p3385g008,female,100,um
red pulp of spleen,PMC11155401,thnov14p3385g008,female,100,um
white pulp of spleen,PMC11155401,thnov14p3385g008,female,500,um
white pulp of spleen,PMC11155401,thnov14p3385g008,female,100,um
white pulp of spleen,PMC11155401,thnov14p3385g008,female,100,um
red pulp of spleen,PMC11155401,thnov14p3385g008,female,500,um
red pulp of spleen,PMC11155401,thnov14p3385g008,female,100,um
red pulp of spleen,PMC11155401,thnov14p3385g008,female,100,um
white pulp of spleen,PMC11155401,thnov14p3385g008,female,500,um
white pulp of spleen,PMC11155401,thnov14p3385g008,female,100,um
white pulp of spleen,PMC11155401,thnov14p3385g008,female,100,um
red pulp of spleen,PMC11155401,thnov14p3385g008,female,500,um
red pulp of spleen,PMC11155401,thnov14p3385g008,female,100,um
red pulp of spleen,PMC11155401,thnov14p3385g008,female,100,um
cortical collecting duct,PMC11116399,41598_2024_61603_Fig1_HTML,female,50,um
loop of Henle ascending limb thin segment,PMC11116399,41598_2024_61603_Fig1_HTML,female,50,um
loop of Henle ascending limb thin segment,PMC11116399,41598_2024_61603_Fig1_HTML,female,50,um
cortical collecting duct,PMC11116399,41598_2024_61603_Fig1_HTML,female,50,um
thick ascending limb of loop of Henle,PMC11116399,41598_2024_61603_Fig1_HTML,female,50,um
thick ascending limb of loop of Henle,PMC11116399,41598_2024_61603_Fig1_HTML,female,50,um
nephron,PMC11116399,41598_2024_61603_Fig1_HTML,female,50,um
nephron,PMC11116399,41598_2024_61603_Fig1_HTML,female,50,um
descending limb of loop of Henle,PMC11116399,41598_2024_61603_Fig1_HTML,female,50,um
descending limb of loop of Henle,PMC11116399,41598_2024_61603_Fig1_HTML,female,50,um
descending limb of loop of Henle,PMC4847158,cs1300813fig3,female,20,um
epidermal ridge of digit,PMC4848316,fncel-10-00103-g0004,male,80,um
epidermal ridge of digit,PMC4848316,fncel-10-00103-g0004,male,80,um
epidermal ridge of digit,PMC4848316,fncel-10-00103-g0004,male,80,um
epidermal ridge of digit,PMC4848316,fncel-10-00103-g0004,male,80,um
epidermal ridge of digit,PMC4848316,fncel-10-00103-g0005,male,8,um
islet of Langerhans,PMC4909927,BMRI2016-8758460.002,male,5,um
liver lobule,PMC4909927,BMRI2016-8758460.002,male,5,um
liver lobule,PMC4909927,BMRI2016-8758460.002,male,20,um
islet of Langerhans,PMC4909927,BMRI2016-8758460.002,male,20,um
intestinal villus,PMC4909927,BMRI2016-8758460.002,male,5,um
intestinal villus,PMC4909927,BMRI2016-8758460.002,male,20,um
nephron,PMC4909927,BMRI2016-8758460.002,male,5,um
nephron,PMC4909927,BMRI2016-8758460.002,male,20,um
pancreatic acinus,PMC4909927,BMRI2016-8758460.002,male,5,um
pancreatic acinus,PMC4909927,BMRI2016-8758460.002,male,20,um
islet of Langerhans,PMC4909927,BMRI2016-8758460.002,female,5,um
liver lobule,PMC4909927,BMRI2016-8758460.002,female,5,um
liver lobule,PMC4909927,BMRI2016-8758460.002,female,20,um
islet of Langerhans,PMC4909927,BMRI2016-8758460.002,female,20,um
intestinal villus,PMC4909927,BMRI2016-8758460.002,female,5,um
intestinal villus,PMC4909927,BMRI2016-8758460.002,female,20,um
nephron,PMC4909927,BMRI2016-8758460.002,female,5,um
nephron,PMC4909927,BMRI2016-8758460.002,female,20,um
pancreatic acinus,PMC4909927,BMRI2016-8758460.002,female,5,um
pancreatic acinus,PMC4909927,BMRI2016-8758460.002,female,20,um
pancreatic acinus,PMC4907459,pone.0157004.g001,female,80,um
pancreatic acinus,PMC4907459,pone.0157004.g001,female,80,um
pancreatic acinus,PMC4907459,pone.0157004.g001,female,80,um
alveolus of lung,PMC4873194,pone.0156004.g002,female,200,um
white pulp of spleen,PMC4873194,pone.0156004.g002,female,200,um
red pulp of spleen,PMC4873194,pone.0156004.g002,female,200,um
alveolus of lung,PMC4873194,pone.0156004.g002,male,200,um
white pulp of spleen,PMC4873194,pone.0156004.g002,male,200,um
red pulp of spleen,PMC4873194,pone.0156004.g002,male,200,um
epidermal ridge of digit,PMC4913241,srep28316-f2,female,500,um
epidermal ridge of digit,PMC4913241,srep28316-f2,female,1000,um
epidermal ridge of digit,PMC4913241,srep28316-f2,female,1000,um
epidermal ridge of digit,PMC4913241,srep28316-f2,female,100,um
epidermal ridge of digit,PMC4848316,fncel-10-00103-g0001,male,40,um
epidermal ridge of digit,PMC4893800,joces-129-180703-g6,female,10,um
papillary layer of dermis,PMC4893800,joces-129-180703-g6,female,10,um
nephron,PMC7504095,ijms-21-05962-g001,male,200,um
nephron,PMC7504095,ijms-21-05962-g001,male,20,um
islet of Langerhans,PMC7969620,41419_2021_3561_Fig1_HTML,female,200,um
pancreatic acinus,PMC7969620,41419_2021_3561_Fig1_HTML,female,200,um
islet of Langerhans,PMC7969620,41419_2021_3561_Fig1_HTML,female,200,um
pancreatic acinus,PMC7969620,41419_2021_3561_Fig1_HTML,female,200,um
islet of Langerhans,PMC7969620,41419_2021_3561_Fig1_HTML,female,200,um
pancreatic acinus,PMC7969620,41419_2021_3561_Fig1_HTML,female,200,um
islet of Langerhans,PMC7969620,41419_2021_3561_Fig1_HTML,female,200,um
pancreatic acinus,PMC7969620,41419_2021_3561_Fig1_HTML,female,200,um
islet of Langerhans,PMC7969620,41419_2021_3561_Fig1_HTML,female,200,um
pancreatic acinus,PMC7969620,41419_2021_3561_Fig1_HTML,female,200,um
thick ascending limb of loop of Henle,PMC7969631,41377_2021_474_Fig17_HTML,male,5,um
epidermal ridge of digit,PMC7969631,41377_2021_474_Fig17_HTML,male,5,um
thick ascending limb of loop of Henle,PMC7969631,41377_2021_474_Fig17_HTML,female,5,um
epidermal ridge of digit,PMC7969631,41377_2021_474_Fig17_HTML,female,5,um
crypt of Lieberkuhn of large intestine,PMC7999896,animals-11-00809-g001,male,50,um
crypt of Lieberkuhn of large intestine,PMC7999896,animals-11-00809-g001,male,100,um
intestinal villus,PMC7999896,animals-11-00809-g001,male,50,um
intestinal villus,PMC7999896,animals-11-00809-g001,male,100,um
red pulp of spleen,PMC7999896,animals-11-00809-g001,male,50,um
red pulp of spleen,PMC7999896,animals-11-00809-g001,male,100,um
crypt of Lieberkuhn of large intestine,PMC7999896,animals-11-00809-g001,female,50,um
crypt of Lieberkuhn of large intestine,PMC7999896,animals-11-00809-g001,female,100,um
intestinal villus,PMC7999896,animals-11-00809-g001,female,50,um
intestinal villus,PMC7999896,animals-11-00809-g001,female,100,um
red pulp of spleen,PMC7999896,animals-11-00809-g001,female,50,um
red pulp of spleen,PMC7999896,animals-11-00809-g001,female,100,um
descending limb of loop of Henle,PMC7539331,EMMM-12-e12013-g003,male,400,um
white pulp of spleen,PMC7539331,EMMM-12-e12013-g003,male,400,um
red pulp of spleen,PMC7539331,EMMM-12-e12013-g003,male,400,um
descending limb of loop of Henle,PMC7985266,fneur-12-632336-g0005,male,200,um
descending limb of loop of Henle,PMC7985266,fneur-12-632336-g0005,female,200,um
epidermal ridge of digit,PMC8003850,cells-10-00696-g002,female,100,um
epidermal ridge of digit,PMC7529460,elife-59464-fig4,male,20,um
epidermal ridge of digit,PMC7529460,elife-59464-fig4,male,5,um
epidermal ridge of digit,PMC7529460,elife-59464-fig4,female,20,um
epidermal ridge of digit,PMC7529460,elife-59464-fig4,female,5,um
intestinal villus,PMC7535644,medi-99-e22152-g008,female,50,um
intestinal villus,PMC7535644,medi-99-e22152-g008,female,50,um
intestinal villus,PMC7535644,medi-99-e22152-g008,female,50,um
intestinal villus,PMC7535644,medi-99-e22152-g008,female,50,um
papillary layer of dermis,PMC7992814,12917_2021_2807_Fig6_HTML,female,2,um
papillary layer of dermis,PMC7992814,12917_2021_2807_Fig6_HTML,female,1,um
papillary layer of dermis,PMC7992814,12917_2021_2807_Fig6_HTML,female,1,um
nephron,PMC7525522,41467_2020_18548_Fig2_HTML,male,300,um
papillary layer of dermis,PMC7484787,41598_2020_71901_Fig6_HTML,male,10,um
papillary layer of dermis,PMC7975696,ijbsv17p0897g002,male,50,um
papillary layer of dermis,PMC7975696,ijbsv17p0897g002,male,50,um
papillary layer of dermis,PMC7975696,ijbsv17p0897g002,male,50,um
papillary layer of dermis,PMC7975696,ijbsv17p0897g002,male,50,um
papillary layer of dermis,PMC7975696,ijbsv17p0897g002,male,200,um
papillary layer of dermis,PMC7975696,ijbsv17p0897g002,male,200,um
papillary layer of dermis,PMC7975696,ijbsv17p0897g002,male,200,um
papillary layer of dermis,PMC7975696,ijbsv17p0897g002,male,200,um
papillary layer of dermis,PMC7975696,ijbsv17p0897g002,female,50,um
papillary layer of dermis,PMC7975696,ijbsv17p0897g002,female,50,um
papillary layer of dermis,PMC7975696,ijbsv17p0897g002,female,50,um
papillary layer of dermis,PMC7975696,ijbsv17p0897g002,female,50,um
papillary layer of dermis,PMC7975696,ijbsv17p0897g002,female,200,um
papillary layer of dermis,PMC7975696,ijbsv17p0897g002,female,200,um
papillary layer of dermis,PMC7975696,ijbsv17p0897g002,female,200,um
papillary layer of dermis,PMC7975696,ijbsv17p0897g002,female,200,um
papillary layer of dermis,PMC7538976,41598_2020_71646_Fig3_HTML,male,5,um
papillary layer of dermis,PMC7538976,41598_2020_71646_Fig3_HTML,male,5,um
papillary layer of dermis,PMC7538976,41598_2020_71646_Fig3_HTML,male,2,um
papillary layer of dermis,PMC7538976,41598_2020_71646_Fig3_HTML,male,1,um
papillary layer of dermis,PMC7538976,41598_2020_71646_Fig3_HTML,male,1,um
papillary layer of dermis,PMC7538976,41598_2020_71646_Fig3_HTML,male,0.5,um
papillary layer of dermis,PMC7538976,41598_2020_71646_Fig3_HTML,female,5,um
papillary layer of dermis,PMC7538976,41598_2020_71646_Fig3_HTML,female,5,um
papillary layer of dermis,PMC7538976,41598_2020_71646_Fig3_HTML,female,2,um
papillary layer of dermis,PMC7538976,41598_2020_71646_Fig3_HTML,female,1,um
papillary layer of dermis,PMC7538976,41598_2020_71646_Fig3_HTML,female,1,um
papillary layer of dermis,PMC7538976,41598_2020_71646_Fig3_HTML,female,0.5,um
red pulp of spleen,PMC7969930,41467_2021_21940_Fig4_HTML,male,10,um
red pulp of spleen,PMC7969930,41467_2021_21940_Fig4_HTML,male,10,um
red pulp of spleen,PMC7969930,41467_2021_21940_Fig4_HTML,female,10,um
red pulp of spleen,PMC7969930,41467_2021_21940_Fig4_HTML,female,10,um
descending limb of loop of Henle,PMC7539331,EMMM-12-e12013-g002,male,400,um
white pulp of spleen,PMC7539331,EMMM-12-e12013-g002,male,400,um
red pulp of spleen,PMC7539331,EMMM-12-e12013-g002,male,400,um
descending limb of loop of Henle,PMC7539331,EMMM-12-e12013-g002,male,400,um
white pulp of spleen,PMC7539331,EMMM-12-e12013-g002,male,400,um
red pulp of spleen,PMC7539331,EMMM-12-e12013-g002,male,400,um
epidermal ridge of digit,PMC9473169,c8na00323h-f4,female,10,um
epidermal ridge of digit,PMC9473169,c8na00323h-f4,female,10,um
crypt of Lieberkuhn of large intestine,PMC9450890,joces-135-260249-g4,male,10,um
crypt of Lieberkuhn of large intestine,PMC9450890,joces-135-260249-g4,male,10,um
