ftu,pmcid,graphic,sex_tag,value,unit
crypt of Lieberkuhn of large intestine,PMC9532620,fimmu-13-1020413-g001,male,20,um
crypt of Lieberkuhn of large intestine,PMC9532620,fimmu-13-1020413-g001,female,20,um
crypt of Lieberkuhn of large intestine,PMC9532620,fimmu-13-1020413-g001,female,20,um
nephron,PMC8748898,41467_2021_27132_Fig3_HTML,male,5,um
nephron,PMC8748898,41467_2021_27132_Fig3_HTML,male,40,um
white pulp of spleen,PMC6834298,ijms-20-05091-g002,male,100,um
white pulp of spleen,PMC6834298,ijms-20-05091-g002,male,100,um
red pulp of spleen,PMC6834298,ijms-20-05091-g002,male,100,um
red pulp of spleen,PMC6834298,ijms-20-05091-g002,male,100,um
white pulp of spleen,PMC6834298,ijms-20-05091-g002,female,100,um
white pulp of spleen,PMC6834298,ijms-20-05091-g002,female,100,um
red pulp of spleen,PMC6834298,ijms-20-05091-g002,female,100,um
red pulp of spleen,PMC6834298,ijms-20-05091-g002,female,100,um
intestinal villus,PMC10943904,13567_2024_1283_Fig4_HTML,female,20,um
crypt of Lieberkuhn of large intestine,PMC10943904,13567_2024_1283_Fig4_HTML,female,20,um
intestinal villus,PMC10943904,13567_2024_1283_Fig4_HTML,male,20,um
crypt of Lieberkuhn of large intestine,PMC10943904,13567_2024_1283_Fig4_HTML,male,20,um
intestinal villus,PMC10943904,13567_2024_1283_Fig4_HTML,female,20,um
crypt of Lieberkuhn of large intestine,PMC10943904,13567_2024_1283_Fig4_HTML,female,20,um
intestinal villus,PMC10943904,13567_2024_1283_Fig4_HTML,male,20,um
crypt of Lieberkuhn of large intestine,PMC10943904,13567_2024_1283_Fig4_HTML,male,20,um
intestinal villus,PMC10943904,13567_2024_1283_Fig4_HTML,male,20,um
crypt of Lieberkuhn of large intestine,PMC10943904,13567_2024_1283_Fig4_HTML,male,20,um
nephron,PMC10942651,elife-86845-fig8-figsupp1,male,5,um
liver lobule,PMC10950689,gr1,male,50,um
liver lobule,PMC10950689,gr1,male,10,um
thymus lobule,PMC10950689,gr1,male,50,um
thymus lobule,PMC10950689,gr1,male,10,um
liver lobule,PMC10950689,gr1,female,50,um
liver lobule,PMC10950689,gr1,female,10,um
thymus lobule,PMC10950689,gr1,female,50,um
thymus lobule,PMC10950689,gr1,female,10,um
nephron,PMC10942651,elife-86845-fig9,male,10,um
nephron,PMC10942651,elife-86845-fig9,male,10,um
nephron,PMC10942651,elife-86845-fig9,male,10,um
nephron,PMC10942651,elife-86845-fig8,male,5,um
nephron,PMC10942651,elife-86845-fig8,male,1,um
intestinal villus,PMC5469883,fimmu-08-00702-g001,female,50,um
intestinal villus,PMC5469883,fimmu-08-00702-g001,female,50,um
intestinal villus,PMC6809602,dez139f1,female,200,um
intestinal villus,PMC6809602,dez139f1,female,100,um
intestinal villus,PMC6809602,dez139f1,female,200,um
intestinal villus,PMC6809602,dez139f1,female,100,um
red pulp of spleen,PMC6801785,ijms-20-04750-g003,male,74,um
nephron,PMC5472330,pgen.1006818.g005,male,20,um
pancreatic acinus,PMC5472330,pgen.1006818.g005,male,20,um
nephron,PMC5472330,pgen.1006818.g005,female,20,um
pancreatic acinus,PMC5472330,pgen.1006818.g005,female,20,um
pancreatic acinus,PMC5448782,pone.0178567.g005,male,200,um
epidermal ridge of digit,PMC5454889,ijms-18-00976-g003,male,100,um
intestinal villus,PMC6821923,41598_2019_52036_Fig7_HTML,male,2,um
intestinal villus,PMC6821923,41598_2019_52036_Fig7_HTML,male,2,um
crypt of Lieberkuhn of large intestine,PMC6821923,41598_2019_52036_Fig7_HTML,male,2,um
crypt of Lieberkuhn of large intestine,PMC6821923,41598_2019_52036_Fig7_HTML,male,2,um
intestinal villus,PMC6821923,41598_2019_52036_Fig7_HTML,male,2,um
intestinal villus,PMC6821923,41598_2019_52036_Fig7_HTML,male,2,um
crypt of Lieberkuhn of large intestine,PMC6821923,41598_2019_52036_Fig7_HTML,male,2,um
crypt of Lieberkuhn of large intestine,PMC6821923,41598_2019_52036_Fig7_HTML,male,2,um
intestinal villus,PMC6821923,41598_2019_52036_Fig7_HTML,female,2,um
intestinal villus,PMC6821923,41598_2019_52036_Fig7_HTML,female,2,um
crypt of Lieberkuhn of large intestine,PMC6821923,41598_2019_52036_Fig7_HTML,female,2,um
crypt of Lieberkuhn of large intestine,PMC6821923,41598_2019_52036_Fig7_HTML,female,2,um
islet of Langerhans,PMC8158417,MI2021-5595464.001,female,50,um
pancreatic acinus,PMC8158417,MI2021-5595464.001,female,50,um
papillary layer of dermis,PMC8158417,MI2021-5595464.001,female,50,um
papillary layer of dermis,PMC9356144,12276_2022_793_Fig1_HTML,female,30,um
papillary layer of dermis,PMC9356144,12276_2022_793_Fig1_HTML,female,100,um
papillary layer of dermis,PMC9356144,12276_2022_793_Fig1_HTML,female,100,um
nephron,PMC10784767,cureus-0015-00000050474-i10,male,51,um
nephron,PMC10784767,cureus-0015-00000050474-i10,female,51,um
nephron,PMC10784767,cureus-0015-00000050474-i10,male,51,um
nephron,PMC10784767,cureus-0015-00000050474-i10,female,51,um
red pulp of spleen,PMC8786781,12035_2021_2601_Fig3_HTML,male,200,um
red pulp of spleen,PMC8786781,12035_2021_2601_Fig3_HTML,male,200,um
red pulp of spleen,PMC8786781,12035_2021_2601_Fig3_HTML,female,200,um
red pulp of spleen,PMC8786781,12035_2021_2601_Fig3_HTML,female,200,um
alveolus of lung,PMC10797286,thnov14p0954g001,female,25,um
nephron,PMC10797286,thnov14p0954g001,female,25,um
prostate glandular acinus,PMC8785574,12958_2022_895_Fig1_HTML,female,100,um
alveolus of lung,PMC10797286,thnov14p0954g004,female,200,um
nephron,PMC10797286,thnov14p0954g004,female,50,um
nephron,PMC10797286,thnov14p0954g004,female,50,um
nephron,PMC10797286,thnov14p0954g004,female,50,um
nephron,PMC10797286,thnov14p0954g004,female,200,um
alveolus of lung,PMC10797286,thnov14p0954g004,female,50,um
alveolus of lung,PMC10797286,thnov14p0954g004,female,50,um
alveolus of lung,PMC10797286,thnov14p0954g004,female,50,um
alveolus of lung,PMC10797286,thnov14p0954g004,female,50,um
alveolus of lung,PMC10797286,thnov14p0954g004,female,200,um
nephron,PMC10797286,thnov14p0954g004,female,200,um
nephron,PMC10797286,thnov14p0954g004,female,50,um
red pulp of spleen,PMC11074855,IJD2024-3746794.001,male,20,um
red pulp of spleen,PMC11074855,IJD2024-3746794.001,female,20,um
crypt of Lieberkuhn of large intestine,PMC11052083,microorganisms-12-00744-g001,female,1000,um
intestinal villus,PMC11052083,microorganisms-12-00744-g001,female,1000,um
crypt of Lieberkuhn of large intestine,PMC11052083,microorganisms-12-00744-g001,male,1000,um
intestinal villus,PMC11052083,microorganisms-12-00744-g001,male,1000,um
crypt of Lieberkuhn of large intestine,PMC11061154,41467_2024_48100_Fig2_HTML,male,100,um
crypt of Lieberkuhn of large intestine,PMC11061154,41467_2024_48100_Fig2_HTML,male,100,um
crypt of Lieberkuhn of large intestine,PMC11061154,41467_2024_48100_Fig2_HTML,male,10,um
crypt of Lieberkuhn of large intestine,PMC11061154,41467_2024_48100_Fig2_HTML,female,100,um
crypt of Lieberkuhn of large intestine,PMC11061154,41467_2024_48100_Fig2_HTML,female,100,um
crypt of Lieberkuhn of large intestine,PMC11061154,41467_2024_48100_Fig2_HTML,female,10,um
intercalated duct of pancreas,PMC8249781,CPR-54-e13078-g002,female,50,um
pancreatic acinus,PMC8249781,CPR-54-e13078-g002,female,50,um
crypt of Lieberkuhn of large intestine,PMC8232581,animals-11-01790-g003,female,100,um
intestinal villus,PMC8232581,animals-11-01790-g003,female,100,um
prostate glandular acinus,PMC8245125,elife-67714-fig1,female,25,um
prostate glandular acinus,PMC8245125,elife-67714-fig1,female,12.5,um
prostate glandular acinus,PMC8245125,elife-67714-fig1,female,50,um
prostate glandular acinus,PMC8245125,elife-67714-fig1,female,3.7,um
epidermal ridge of digit,PMC8230190,pharmaceuticals-14-00519-g001,female,50,um
alveolus of lung,PMC8238957,41598_2021_92823_Fig2_HTML,female,200,um
islet of Langerhans,PMC8238957,41598_2021_92823_Fig2_HTML,female,200,um
nephron,PMC8238957,41598_2021_92823_Fig2_HTML,female,200,um
thick ascending limb of loop of Henle,PMC8238957,41598_2021_92823_Fig2_HTML,female,200,um
prostate glandular acinus,PMC8245125,elife-67714-fig4,male,20,um
prostate glandular acinus,PMC8245125,elife-67714-fig4,male,20,um
crypt of Lieberkuhn of large intestine,PMC5326745,fimmu-08-00190-g001,male,30,um
crypt of Lieberkuhn of large intestine,PMC5326745,fimmu-08-00190-g001,male,30,um
crypt of Lieberkuhn of large intestine,PMC5326745,fimmu-08-00190-g001,male,20,um
crypt of Lieberkuhn of large intestine,PMC5326745,fimmu-08-00190-g001,male,20,um
crypt of Lieberkuhn of large intestine,PMC5326745,fimmu-08-00190-g001,male,10,um
crypt of Lieberkuhn of large intestine,PMC5326745,fimmu-08-00190-g001,male,10,um
cortical collecting duct,PMC7710073,pone.0239889.g006,male,50,um
pancreatic acinus,PMC7710073,pone.0239889.g006,male,50,um
pancreatic acinus,PMC7710073,pone.0239889.g006,male,100,um
cortical collecting duct,PMC7710073,pone.0239889.g006,male,100,um
nephron,PMC7710073,pone.0239889.g006,male,50,um
nephron,PMC7710073,pone.0239889.g006,male,100,um
white pulp of spleen,PMC7710073,pone.0239889.g006,male,50,um
white pulp of spleen,PMC7710073,pone.0239889.g006,male,100,um
red pulp of spleen,PMC7710073,pone.0239889.g006,male,50,um
red pulp of spleen,PMC7710073,pone.0239889.g006,male,100,um
cortical collecting duct,PMC7710073,pone.0239889.g006,female,50,um
pancreatic acinus,PMC7710073,pone.0239889.g006,female,50,um
pancreatic acinus,PMC7710073,pone.0239889.g006,female,100,um
cortical collecting duct,PMC7710073,pone.0239889.g006,female,100,um
nephron,PMC7710073,pone.0239889.g006,female,50,um
nephron,PMC7710073,pone.0239889.g006,female,100,um
white pulp of spleen,PMC7710073,pone.0239889.g006,female,50,um
white pulp of spleen,PMC7710073,pone.0239889.g006,female,100,um
red pulp of spleen,PMC7710073,pone.0239889.g006,female,50,um
red pulp of spleen,PMC7710073,pone.0239889.g006,female,100,um
cortical collecting duct,PMC7710073,pone.0239889.g006,male,50,um
pancreatic acinus,PMC7710073,pone.0239889.g006,male,50,um
pancreatic acinus,PMC7710073,pone.0239889.g006,male,100,um
cortical collecting duct,PMC7710073,pone.0239889.g006,male,100,um
nephron,PMC7710073,pone.0239889.g006,male,50,um
nephron,PMC7710073,pone.0239889.g006,male,100,um
white pulp of spleen,PMC7710073,pone.0239889.g006,male,50,um
white pulp of spleen,PMC7710073,pone.0239889.g006,male,100,um
red pulp of spleen,PMC7710073,pone.0239889.g006,male,50,um
red pulp of spleen,PMC7710073,pone.0239889.g006,male,100,um
cortical collecting duct,PMC7710073,pone.0239889.g006,male,50,um
pancreatic acinus,PMC7710073,pone.0239889.g006,male,50,um
pancreatic acinus,PMC7710073,pone.0239889.g006,male,100,um
cortical collecting duct,PMC7710073,pone.0239889.g006,male,100,um
nephron,PMC7710073,pone.0239889.g006,male,50,um
nephron,PMC7710073,pone.0239889.g006,male,100,um
white pulp of spleen,PMC7710073,pone.0239889.g006,male,50,um
white pulp of spleen,PMC7710073,pone.0239889.g006,male,100,um
red pulp of spleen,PMC7710073,pone.0239889.g006,male,50,um
red pulp of spleen,PMC7710073,pone.0239889.g006,male,100,um
cortical collecting duct,PMC7710073,pone.0239889.g006,male,50,um
pancreatic acinus,PMC7710073,pone.0239889.g006,male,50,um
pancreatic acinus,PMC7710073,pone.0239889.g006,male,100,um
cortical collecting duct,PMC7710073,pone.0239889.g006,male,100,um
nephron,PMC7710073,pone.0239889.g006,male,50,um
nephron,PMC7710073,pone.0239889.g006,male,100,um
white pulp of spleen,PMC7710073,pone.0239889.g006,male,50,um
white pulp of spleen,PMC7710073,pone.0239889.g006,male,100,um
red pulp of spleen,PMC7710073,pone.0239889.g006,male,50,um
red pulp of spleen,PMC7710073,pone.0239889.g006,male,100,um
epidermal ridge of digit,PMC7687280,FEBS-287-4783-g003,female,25,um
epidermal ridge of digit,PMC7687280,FEBS-287-4783-g003,female,25,um
inner medullary collecting duct,PMC5222933,424_2016_1924_Fig6_HTML,female,100,um
papillary layer of dermis,PMC7681775,41586_2020_2797_Fig1_HTML,male,20,um
papillary layer of dermis,PMC7681775,41586_2020_2797_Fig1_HTML,female,20,um
red pulp of spleen,PMC7723931,11626_2020_515_Fig4_HTML,female,100,um
red pulp of spleen,PMC7723931,11626_2020_515_Fig4_HTML,female,100,um
red pulp of spleen,PMC7723931,11626_2020_515_Fig4_HTML,female,100,um
white pulp of spleen,PMC5309699,ncomms13834-f1,male,5,um
crypt of Lieberkuhn of large intestine,PMC5309699,ncomms13834-f1,male,20,um
red pulp of spleen,PMC5309699,ncomms13834-f1,male,5,um
red pulp of spleen,PMC5309699,ncomms13834-f1,male,20,um
red pulp of spleen,PMC5309699,ncomms13834-f1,male,20,um
white pulp of spleen,PMC5309699,ncomms13834-f1,male,20,um
white pulp of spleen,PMC5309699,ncomms13834-f1,male,20,um
crypt of Lieberkuhn of large intestine,PMC5309699,ncomms13834-f1,male,5,um
crypt of Lieberkuhn of large intestine,PMC5309699,ncomms13834-f1,male,20,um
white pulp of spleen,PMC5309699,ncomms13834-f1,female,5,um
crypt of Lieberkuhn of large intestine,PMC5309699,ncomms13834-f1,female,20,um
red pulp of spleen,PMC5309699,ncomms13834-f1,female,5,um
red pulp of spleen,PMC5309699,ncomms13834-f1,female,20,um
red pulp of spleen,PMC5309699,ncomms13834-f1,female,20,um
white pulp of spleen,PMC5309699,ncomms13834-f1,female,20,um
white pulp of spleen,PMC5309699,ncomms13834-f1,female,20,um
crypt of Lieberkuhn of large intestine,PMC5309699,ncomms13834-f1,female,5,um
crypt of Lieberkuhn of large intestine,PMC5309699,ncomms13834-f1,female,20,um
cortical collecting duct,PMC7710073,pone.0239889.g003,male,60,um
nephron,PMC7710073,pone.0239889.g003,male,60,um
white pulp of spleen,PMC7710073,pone.0239889.g003,male,60,um
red pulp of spleen,PMC7710073,pone.0239889.g003,male,60,um
pancreatic acinus,PMC7710073,pone.0239889.g003,male,60,um
cortical collecting duct,PMC7710073,pone.0239889.g003,male,60,um
nephron,PMC7710073,pone.0239889.g003,male,60,um
white pulp of spleen,PMC7710073,pone.0239889.g003,male,60,um
red pulp of spleen,PMC7710073,pone.0239889.g003,male,60,um
pancreatic acinus,PMC7710073,pone.0239889.g003,male,60,um
cortical collecting duct,PMC7710073,pone.0239889.g003,female,60,um
nephron,PMC7710073,pone.0239889.g003,female,60,um
white pulp of spleen,PMC7710073,pone.0239889.g003,female,60,um
red pulp of spleen,PMC7710073,pone.0239889.g003,female,60,um
pancreatic acinus,PMC7710073,pone.0239889.g003,female,60,um
papillary layer of dermis,PMC2854771,ehp-118-407f3,female,60,um
epidermal ridge of digit,PMC2923111,1471-213X-10-81-2,male,100,um
epidermal ridge of digit,PMC2923111,1471-213X-10-81-2,male,100,um
epidermal ridge of digit,PMC2923111,1471-213X-10-81-2,male,100,um
intestinal villus,PMC2699429,eji0037-1924-f2,female,50,um
prostate glandular acinus,PMC2962907,stem0028-0344-f3,male,50,um
nephron,PMC2962907,stem0028-0344-f3,male,50,um
pancreatic acinus,PMC2962907,stem0028-0344-f3,male,50,um
crypt of Lieberkuhn of large intestine,PMC2891991,pone.0010964.g001,female,100,um
red pulp of spleen,PMC2891991,pone.0010964.g001,female,100,um
papillary layer of dermis,PMC8582793,cancers-13-05553-g002,male,100,um
intestinal villus,PMC8575790,41598_2021_1242_Fig1_HTML,male,100,um
crypt of Lieberkuhn of large intestine,PMC8575790,41598_2021_1242_Fig1_HTML,male,100,um
intestinal villus,PMC8575790,41598_2021_1242_Fig1_HTML,female,100,um
crypt of Lieberkuhn of large intestine,PMC8575790,41598_2021_1242_Fig1_HTML,female,100,um
nephron,PMC8461962,12915_2021_1149_Fig1_HTML,male,50,um
nephron,PMC8461962,12915_2021_1149_Fig1_HTML,male,500,um
nephron,PMC8461962,12915_2021_1149_Fig1_HTML,male,50,um
nephron,PMC8461962,12915_2021_1149_Fig1_HTML,female,50,um
nephron,PMC8461962,12915_2021_1149_Fig1_HTML,female,500,um
nephron,PMC8461962,12915_2021_1149_Fig1_HTML,female,50,um
red pulp of spleen,PMC8702110,genes-12-01904-g004,male,50,um
red pulp of spleen,PMC8702110,genes-12-01904-g004,male,50,um
red pulp of spleen,PMC8702110,genes-12-01904-g004,male,50,um
red pulp of spleen,PMC8702110,genes-12-01904-g004,female,50,um
red pulp of spleen,PMC8702110,genes-12-01904-g004,female,50,um
red pulp of spleen,PMC8702110,genes-12-01904-g004,male,50,um
nephron,PMC8467405,cells-10-02311-g001,male,10,um
nephron,PMC8467405,cells-10-02311-g001,female,10,um
papillary layer of dermis,PMC8509846,ijms-22-10765-g003,male,0.5,um
nephron,PMC8461962,12915_2021_1149_Fig3_HTML,male,50,um
nephron,PMC8461962,12915_2021_1149_Fig3_HTML,male,10,um
nephron,PMC8658012,ijms-22-12735-g006a,female,10,um
prostate glandular acinus,PMC8658012,ijms-22-12735-g006a,female,10,um
prostate glandular acinus,PMC8658012,ijms-22-12735-g006a,female,50,um
prostate glandular acinus,PMC8658012,ijms-22-12735-g006a,female,200,um
prostate glandular acinus,PMC8658012,ijms-22-12735-g006a,female,200,um
prostate glandular acinus,PMC8658012,ijms-22-12735-g006a,female,10,um
prostate glandular acinus,PMC8658012,ijms-22-12735-g006a,female,10,um
nephron,PMC8658012,ijms-22-12735-g006a,female,10,um
nephron,PMC8658012,ijms-22-12735-g006a,female,50,um
nephron,PMC8658012,ijms-22-12735-g006a,female,200,um
nephron,PMC8658012,ijms-22-12735-g006a,female,200,um
nephron,PMC8658012,ijms-22-12735-g006a,female,10,um
nephron,PMC8658012,ijms-22-12735-g006a,female,10,um
prostate glandular acinus,PMC8658012,ijms-22-12735-g006a,female,10,um
nephron,PMC8658012,ijms-22-12735-g006a,female,10,um
prostate glandular acinus,PMC8658012,ijms-22-12735-g006a,female,10,um
prostate glandular acinus,PMC8658012,ijms-22-12735-g006a,female,50,um
prostate glandular acinus,PMC8658012,ijms-22-12735-g006a,female,200,um
prostate glandular acinus,PMC8658012,ijms-22-12735-g006a,female,200,um
prostate glandular acinus,PMC8658012,ijms-22-12735-g006a,female,10,um
prostate glandular acinus,PMC8658012,ijms-22-12735-g006a,female,10,um
nephron,PMC8658012,ijms-22-12735-g006a,female,10,um
nephron,PMC8658012,ijms-22-12735-g006a,female,50,um
nephron,PMC8658012,ijms-22-12735-g006a,female,200,um
nephron,PMC8658012,ijms-22-12735-g006a,female,200,um
nephron,PMC8658012,ijms-22-12735-g006a,female,10,um
nephron,PMC8658012,ijms-22-12735-g006a,female,10,um
prostate glandular acinus,PMC8658012,ijms-22-12735-g006a,female,10,um
intestinal villus,PMC8712873,fcell-09-768669-g004,female,100,um
white pulp of spleen,PMC8477500,13041_2021_862_Fig6_HTML,male,1000,um
red pulp of spleen,PMC8477500,13041_2021_862_Fig6_HTML,male,1000,um
liver lobule,PMC8477500,13041_2021_862_Fig6_HTML,male,1000,um
white pulp of spleen,PMC8477500,13041_2021_862_Fig6_HTML,female,1000,um
red pulp of spleen,PMC8477500,13041_2021_862_Fig6_HTML,female,1000,um
liver lobule,PMC8477500,13041_2021_862_Fig6_HTML,female,1000,um
intestinal villus,PMC8473736,fimmu-12-691908-g001,female,100,um
intestinal villus,PMC8473736,fimmu-12-691908-g001,female,10,um
nephron,PMC6170475,41598_2018_33126_Fig5_HTML,male,50,um
nephron,PMC6170475,41598_2018_33126_Fig5_HTML,male,25,um
descending limb of loop of Henle,PMC6191151,pbio.2005512.g009,female,50,um
descending limb of loop of Henle,PMC6191151,pbio.2005512.g009,female,200,um
thick ascending limb of loop of Henle,PMC6191151,pbio.2005512.g009,female,50,um
thick ascending limb of loop of Henle,PMC6191151,pbio.2005512.g009,female,200,um
islet of Langerhans,PMC8894601,fendo-13-777868-g002,male,80,um
islet of Langerhans,PMC8894601,fendo-13-777868-g002,male,50,um
islet of Langerhans,PMC8894601,fendo-13-777868-g002,male,100,um
pancreatic acinus,PMC8894601,fendo-13-777868-g002,male,80,um
pancreatic acinus,PMC8894601,fendo-13-777868-g002,male,50,um
pancreatic acinus,PMC8894601,fendo-13-777868-g002,male,100,um
intestinal villus,PMC8888994,dmab039f1,female,500,um
intestinal villus,PMC8888994,dmab039f1,female,50,um
crypt of Lieberkuhn of large intestine,PMC8888994,dmab039f1,female,500,um
crypt of Lieberkuhn of large intestine,PMC8888994,dmab039f1,female,50,um
red pulp of spleen,PMC8899192,JCMM-26-1594-g003,male,100,um
red pulp of spleen,PMC8899192,JCMM-26-1594-g003,female,100,um
red pulp of spleen,PMC8899192,JCMM-26-1594-g003,male,100,um
red pulp of spleen,PMC8899192,JCMM-26-1594-g003,female,100,um
prostate glandular acinus,PMC6066568,fcell-06-00078-g0004,female,30,um
red pulp of spleen,PMC8899192,JCMM-26-1594-g004,male,50,um
red pulp of spleen,PMC8899192,JCMM-26-1594-g004,female,50,um
red pulp of spleen,PMC8899192,JCMM-26-1594-g004,male,50,um
red pulp of spleen,PMC8899192,JCMM-26-1594-g004,female,50,um
crypt of Lieberkuhn of large intestine,PMC6087744,fphar-09-00865-g001,male,50,um
crypt of Lieberkuhn of large intestine,PMC6087744,fphar-09-00865-g001,male,50,um
prostate glandular acinus,PMC8907185,42003_2022_3154_Fig2_HTML,male,100,um
prostate glandular acinus,PMC3758271,pone.0074602.g005,male,100,um
prostate glandular acinus,PMC3758271,pone.0074602.g005,female,100,um
papillary layer of dermis,PMC3759422,pone.0073596.g005,female,50,um
islet of Langerhans,PMC3753348,pone.0072132.g001,female,50,um
pancreatic acinus,PMC3753348,pone.0072132.g001,female,50,um
pancreatic acinus,PMC3789713,pone.0076122.g003,female,20,um
islet of Langerhans,PMC3813280,ijpr-12-325-g006,male,60,um
islet of Langerhans,PMC3813280,ijpr-12-325-g006,male,60,um
prostate glandular acinus,PMC3813280,ijpr-12-325-g006,male,60,um
prostate glandular acinus,PMC3813280,ijpr-12-325-g006,male,60,um
pancreatic acinus,PMC3813280,ijpr-12-325-g006,male,60,um
pancreatic acinus,PMC3813280,ijpr-12-325-g006,male,60,um
islet of Langerhans,PMC3813280,ijpr-12-325-g006,female,60,um
islet of Langerhans,PMC3813280,ijpr-12-325-g006,female,60,um
prostate glandular acinus,PMC3813280,ijpr-12-325-g006,female,60,um
prostate glandular acinus,PMC3813280,ijpr-12-325-g006,female,60,um
pancreatic acinus,PMC3813280,ijpr-12-325-g006,female,60,um
pancreatic acinus,PMC3813280,ijpr-12-325-g006,female,60,um
nephron,PMC10629824,elife-87698-fig2-figsupp2,male,10,um
nephron,PMC10629824,elife-87698-fig2-figsupp2,male,10,um
nephron,PMC10629824,elife-87698-fig2-figsupp2,male,10,um
nephron,PMC10629824,elife-87698-fig2-figsupp2,male,10,um
epidermal ridge of digit,PMC10625843,physrev.00032.2022_f012,female,50,um
epidermal ridge of digit,PMC10625843,physrev.00032.2022_f012,female,50,um
epidermal ridge of digit,PMC10625843,physrev.00032.2022_f012,female,200,um
epidermal ridge of digit,PMC10625843,physrev.00032.2022_f012,female,20,um
epidermal ridge of digit,PMC10625843,physrev.00032.2022_f012,female,100,um
nephron,PMC10629824,elife-87698-fig1,male,10,um
nephron,PMC10629824,elife-87698-fig2-figsupp3,male,10,um
nephron,PMC10629824,elife-87698-fig2-figsupp3,male,10,um
nephron,PMC10629824,elife-87698-fig2-figsupp4,male,10,um
nephron,PMC10629824,elife-87698-fig2-figsupp4,male,10,um
crypt of Lieberkuhn of large intestine,PMC11151570,13058_2024_1845_Fig1_HTML,female,100,um
islet of Langerhans,PMC11151570,13058_2024_1845_Fig1_HTML,female,100,um
crypt of Lieberkuhn of large intestine,PMC11151570,13058_2024_1845_Fig1_HTML,female,100,um
islet of Langerhans,PMC11151570,13058_2024_1845_Fig1_HTML,female,100,um
crypt of Lieberkuhn of large intestine,PMC11151570,13058_2024_1845_Fig1_HTML,female,100,um
islet of Langerhans,PMC11151570,13058_2024_1845_Fig1_HTML,female,100,um
epidermal ridge of digit,PMC11124085,nutrients-16-01467-g003,male,100,um
epidermal ridge of digit,PMC11124085,nutrients-16-01467-g003,female,100,um
cortical collecting duct,PMC11116399,41598_2024_61603_Fig1_HTML,female,50,um
loop of Henle ascending limb thin segment,PMC11116399,41598_2024_61603_Fig1_HTML,female,50,um
loop of Henle ascending limb thin segment,PMC11116399,41598_2024_61603_Fig1_HTML,female,50,um
cortical collecting duct,PMC11116399,41598_2024_61603_Fig1_HTML,female,50,um
thick ascending limb of loop of Henle,PMC11116399,41598_2024_61603_Fig1_HTML,female,50,um
thick ascending limb of loop of Henle,PMC11116399,41598_2024_61603_Fig1_HTML,female,50,um
nephron,PMC11116399,41598_2024_61603_Fig1_HTML,female,50,um
nephron,PMC11116399,41598_2024_61603_Fig1_HTML,female,50,um
descending limb of loop of Henle,PMC11116399,41598_2024_61603_Fig1_HTML,female,50,um
descending limb of loop of Henle,PMC11116399,41598_2024_61603_Fig1_HTML,female,50,um
epidermal ridge of digit,PMC4848316,fncel-10-00103-g0004,male,80,um
epidermal ridge of digit,PMC4848316,fncel-10-00103-g0004,male,80,um
epidermal ridge of digit,PMC4848316,fncel-10-00103-g0004,male,80,um
epidermal ridge of digit,PMC4848316,fncel-10-00103-g0004,male,80,um
islet of Langerhans,PMC4909927,BMRI2016-8758460.002,male,5,um
liver lobule,PMC4909927,BMRI2016-8758460.002,male,5,um
liver lobule,PMC4909927,BMRI2016-8758460.002,male,20,um
islet of Langerhans,PMC4909927,BMRI2016-8758460.002,male,20,um
intestinal villus,PMC4909927,BMRI2016-8758460.002,male,5,um
intestinal villus,PMC4909927,BMRI2016-8758460.002,male,20,um
nephron,PMC4909927,BMRI2016-8758460.002,male,5,um
nephron,PMC4909927,BMRI2016-8758460.002,male,20,um
pancreatic acinus,PMC4909927,BMRI2016-8758460.002,male,5,um
pancreatic acinus,PMC4909927,BMRI2016-8758460.002,male,20,um
islet of Langerhans,PMC4909927,BMRI2016-8758460.002,female,5,um
liver lobule,PMC4909927,BMRI2016-8758460.002,female,5,um
liver lobule,PMC4909927,BMRI2016-8758460.002,female,20,um
islet of Langerhans,PMC4909927,BMRI2016-8758460.002,female,20,um
intestinal villus,PMC4909927,BMRI2016-8758460.002,female,5,um
intestinal villus,PMC4909927,BMRI2016-8758460.002,female,20,um
nephron,PMC4909927,BMRI2016-8758460.002,female,5,um
nephron,PMC4909927,BMRI2016-8758460.002,female,20,um
pancreatic acinus,PMC4909927,BMRI2016-8758460.002,female,5,um
pancreatic acinus,PMC4909927,BMRI2016-8758460.002,female,20,um
alveolus of lung,PMC4873194,pone.0156004.g002,female,200,um
white pulp of spleen,PMC4873194,pone.0156004.g002,female,200,um
red pulp of spleen,PMC4873194,pone.0156004.g002,female,200,um
alveolus of lung,PMC4873194,pone.0156004.g002,male,200,um
white pulp of spleen,PMC4873194,pone.0156004.g002,male,200,um
red pulp of spleen,PMC4873194,pone.0156004.g002,male,200,um
epidermal ridge of digit,PMC4893800,joces-129-180703-g6,female,10,um
papillary layer of dermis,PMC4893800,joces-129-180703-g6,female,10,um
nephron,PMC7504095,ijms-21-05962-g001,male,200,um
nephron,PMC7504095,ijms-21-05962-g001,male,20,um
islet of Langerhans,PMC7969620,41419_2021_3561_Fig1_HTML,female,200,um
pancreatic acinus,PMC7969620,41419_2021_3561_Fig1_HTML,female,200,um
islet of Langerhans,PMC7969620,41419_2021_3561_Fig1_HTML,female,200,um
pancreatic acinus,PMC7969620,41419_2021_3561_Fig1_HTML,female,200,um
