Uberon ID,Preferred label,Synonyms,Definition,Source ontology,,,,,,,,,,,,,,,,,,,,,
UBERON:0004179,prostate glandular acinus,,"A saclike structure of the prostate gland, comprised of at least three cell layers: an innermost layer of secretory columnar luminal epithelium, a middle layer of squamous basal epithelium that also contains neuroendocrine cells, transit amplifying cells, and stem cells, and an outer layer of smooth muscle intermixed with other stromal cells",https://data.bioontology.org/ontologies/FNS-H,,,,,,,,,,,,,,,,,,,,,
UBERON:0004179,prostate glandular acinus,"prostatic acinus, prostatic follicle","A saclike structure of the prostate gland, comprised of at least three cell layers: an innermost layer of secretory columnar luminal epithelium, a middle layer of squamous basal epithelium that also contains neuroendocrine cells, transit amplifying cells, and stem cells, and an outer layer of smooth muscle intermixed with other stromal cells.",https://data.bioontology.org/ontologies/NIFSTD,,,,,,,,,,,,,,,,,,,,,
UBERON:0004179,Prostate Glandular Acinus,"prostatic acinus, prostatic follicle","A saclike structure of the prostate gland, comprised of at least three cell layers: an innermost layer of secretory columnar luminal epithelium, a middle layer of squamous basal epithelium that also contains neuroendocrine cells, transit amplifying cells, and stem cells, and an outer layer of smooth muscle intermixed with other stromal cells.",https://data.bioontology.org/ontologies/HRA,,,,,,,,,,,,,,,,,,,,,
UBERON:0004179,prostate glandular acinus,"prostatic acinus, prostatic follicle","A saclike structure of the prostate gland, comprised of at least three cell layers: an innermost layer of secretory columnar luminal epithelium, a middle layer of squamous basal epithelium that also contains neuroendocrine cells, transit amplifying cells, and stem cells, and an outer layer of smooth muscle intermixed with other stromal cells.",https://data.bioontology.org/ontologies/GO-PLUS,,,,,,,,,,,,,,,,,,,,,
UBERON:0004179,prostate glandular acinus,"prostatic acinus, prostatic follicle","A saclike structure of the prostate gland, comprised of at least three cell layers: an innermost layer of secretory columnar luminal epithelium, a middle layer of squamous basal epithelium that also contains neuroendocrine cells, transit amplifying cells, and stem cells, and an outer layer of smooth muscle intermixed with other stromal cells.",https://data.bioontology.org/ontologies/HHEAR,,,,,,,,,,,,,,,,,,,,,
UBERON:0004179,prostate glandular acinus,"prostatic follicle, prostatic acinus","A saclike structure of the prostate gland, comprised of at least three cell layers: an innermost layer of secretory columnar luminal epithelium, a middle layer of squamous basal epithelium that also contains neuroendocrine cells, transit amplifying cells, and stem cells, and an outer layer of smooth muscle intermixed with other stromal cells.",https://data.bioontology.org/ontologies/CL,,,,,,,,,,,,,,,,,,,,,
UBERON:0001992,papillary layer of dermis,"dermal papillary layer, stratum papillare","The upper layer of the dermis beneath the epidermis, composed of dense irregular connective tissue[ncit,modified].",https://data.bioontology.org/ontologies/UBERON,,,,,,,,,,,,,,,,,,,,,
UBERON:0001992,papillary layer of dermis,,"The upper layer of the dermis beneath the epidermis, composed of dense irregular connective tissue[ncit,modified].",https://data.bioontology.org/ontologies/FNS-H,,,,,,,,,,,,,,,,,,,,,
UBERON:0001992,papillary layer of dermis,"dermal papillary layer, stratum papillare, stratum papillare dermis, stratum papillare corii, papillary layer, superficial dermis, papillary layer of dermis, stratum papillare (dermis), papillary dermis, corpus papillary, dermis papillary layer","The upper layer of the dermis beneath the epidermis, composed of dense irregular connective tissue[ncit,modified].",https://data.bioontology.org/ontologies/NIFSTD,,,,,,,,,,,,,,,,,,,,,
UBERON:0001992,papillary layer of dermis,"stratum papillare, dermal papillary layer, superficial dermis, papillary layer, stratum papillare corii, papillary layer of dermis, stratum papillare dermis, papillary dermis, stratum papillare (dermis), dermis papillary layer, corpus papillary","The upper layer of the dermis beneath the epidermis, composed of dense irregular connective tissue[ncit,modified].",https://data.bioontology.org/ontologies/HRA,,,,,,,,,,,,,,,,,,,,,
UBERON:0001992,papillary layer of dermis,"dermal papillary layer, stratum papillare, stratum papillare dermis, stratum papillare corii, papillary layer, superficial dermis, papillary layer of dermis, stratum papillare (dermis), papillary dermis, corpus papillary, dermis papillary layer","The upper layer of the dermis beneath the epidermis, composed of dense irregular connective tissue[ncit,modified].",https://data.bioontology.org/ontologies/CLO,,,,,,,,,,,,,,,,,,,,,
UBERON:0001992,papillary layer of dermis,papillary dermis,N/A,https://data.bioontology.org/ontologies/UPHENO,,,,,,,,,,,,,,,,,,,,,
UBERON:0001992,papillary layer of dermis,,N/A,https://data.bioontology.org/ontologies/OBA,,,,,,,,,,,,,,,,,,,,,
UBERON:0001992,papillary layer of dermis,"dermal papillary layer, stratum papillare, stratum papillare dermis, stratum papillare corii, papillary layer, superficial dermis, papillary layer of dermis, stratum papillare (dermis), papillary dermis, corpus papillary, dermis papillary layer","The upper layer of the dermis beneath the epidermis, composed of dense irregular connective tissue[ncit,modified].",https://data.bioontology.org/ontologies/HHEAR,,,,,,,,,,,,,,,,,,,,,
UBERON:0001992,papillary layer of dermis,"stratum papillare, dermal papillary layer","The upper layer of the dermis beneath the epidermis, composed of dense irregular connective tissue[ncit,modified].",https://data.bioontology.org/ontologies/CL,,,,,,,,,,,,,,,,,,,,,
UBERON:0013487,epidermal ridge of digit,"friction ridge, plantar print, epidermal ridge, fingerprint, dermatoglyph",The grooves in the outermost layer of skin on the palms of the hands and soles of the feet where sweat glands open.,https://data.bioontology.org/ontologies/UBERON,,,,,,,,,,,,,,,,,,,,,
UBERON:0013487,epidermal ridge of digit,"friction ridge, plantar print, epidermal ridge, fingerprint, dermatoglyph",The grooves in the outermost layer of skin on the palms of the hands and soles of the feet where sweat glands open.,https://data.bioontology.org/ontologies/NIFSTD,,,,,,,,,,,,,,,,,,,,,
UBERON:0013487,epidermal ridge of digit,,The grooves in the outermost layer of skin on the palms of the hands and soles of the feet where sweat glands open.,https://data.bioontology.org/ontologies/FNS-H,,,,,,,,,,,,,,,,,,,,,
UBERON:0013487,epidermal ridge of digit,"fingerprint, epidermal ridge, plantar print, dermatoglyph, friction ridge",The grooves in the outermost layer of skin on the palms of the hands and soles of the feet where sweat glands open.,https://data.bioontology.org/ontologies/HRA,,,,,,,,,,,,,,,,,,,,,
UBERON:0001213,intestinal villus,"villi intestinales, intestinal villus layer, small intestine villus",The tiny hair-like projections that protrude from the inside of the small intestine that contain blood vessels that capture digested nutrients that are absorbed through the intestinal wall; the villi increase the absorptive surface area of the small intestine by approximately 30-fold.,https://data.bioontology.org/ontologies/UBERON,,,,,,,,,,,,,,,,,,,,,
UBERON:0001213,intestinal villus,"villi intestinales, small intestine villus, intestinal villus layer, villus intestinalis (intestinum tenue), villus, intestinal villi, enteric villus, enteric villous, enteric villi",The tiny hair-like projections that protrude from the inside of the small intestine that contain blood vessels that capture digested nutrients that are absorbed through the intestinal wall; the villi increase the absorptive surface area of the small intestine by approximately 30-fold.,https://data.bioontology.org/ontologies/NMDCO,,,,,,,,,,,,,,,,,,,,,
UBERON:0001213,intestinal villus,"villi intestinales, intestinal villus layer, small intestine villus, intestinal villi, enteric villus, enteric villi, enteric villous, villus intestinalis (intestinum tenue), villus",The tiny hair-like projections that protrude from the inside of the small intestine that contain blood vessels that capture digested nutrients that are absorbed through the intestinal wall; the villi increase the absorptive surface area of the small intestine by approximately 30-fold.,https://data.bioontology.org/ontologies/AISM,,,,,,,,,,,,,,,,,,,,,
UBERON:0001213,intestinal villus,"villi intestinales, intestinal villus layer, small intestine villus",The tiny hair-like projections that protrude from the inside of the small intestine that contain blood vessels that capture digested nutrients that are absorbed through the intestinal wall; the villi increase the absorptive surface area of the small intestine by approximately 30-fold.,https://data.bioontology.org/ontologies/PCL,,,,,,,,,,,,,,,,,,,,,
UBERON:0001213,intestinal villus,"villi intestinales, small intestine villus, intestinal villus layer",The tiny hair-like projections that protrude from the inside of the small intestine that contain blood vessels that capture digested nutrients that are absorbed through the intestinal wall; the villi increase the absorptive surface area of the small intestine by approximately 30-fold.,https://data.bioontology.org/ontologies/ECAO,,,,,,,,,,,,,,,,,,,,,
UBERON:0001213,intestinal villus,"villi intestinales, intestinal villus layer, small intestine villus, intestinal villi, enteric villus, enteric villi, enteric villous, villus intestinalis (intestinum tenue), villus",The tiny hair-like projections that protrude from the inside of the small intestine that contain blood vessels that capture digested nutrients that are absorbed through the intestinal wall; the villi increase the absorptive surface area of the small intestine by approximately 30-fold.,https://data.bioontology.org/ontologies/NIFSTD,,,,,,,,,,,,,,,,,,,,,
UBERON:0001213,intestinal villus,"villi intestinales, intestinal villus layer, small intestine villus, intestinal villi, enteric villus, enteric villi, enteric villous, villus intestinalis (intestinum tenue), villus",The tiny hair-like projections that protrude from the inside of the small intestine that contain blood vessels that capture digested nutrients that are absorbed through the intestinal wall; the villi increase the absorptive surface area of the small intestine by approximately 30-fold.,https://data.bioontology.org/ontologies/NIFDYS,,,,,,,,,,,,,,,,,,,,,
UBERON:0001213,intestinal villus,,the tiny hair-like projections that protrude from the inside of the small intestine that contain blood vessels that capture digested nutrients that are absorbed through the intestinal wall; the villi increase the absorptive surface area of the small intestine by approximately 30-fold,https://data.bioontology.org/ontologies/FNS-H,,,,,,,,,,,,,,,,,,,,,
UBERON:0001213,intestinal villus,,N/A,https://data.bioontology.org/ontologies/NBO,,,,,,,,,,,,,,,,,,,,,
UBERON:0001213,intestinal villus,"intestinal villus layer, small intestine villus, villi intestinales, enteric villous, enteric villi, enteric villus, intestinal villi, villus intestinalis (intestinum tenue), villus",The tiny hair-like projections that protrude from the inside of the small intestine that contain blood vessels that capture digested nutrients that are absorbed through the intestinal wall; the villi increase the absorptive surface area of the small intestine by approximately 30-fold.,https://data.bioontology.org/ontologies/HRA,,,,,,,,,,,,,,,,,,,,,
UBERON:0001213,intestinal villus,"villi intestinales, intestinal villus layer, small intestine villus, intestinal villi, enteric villus, enteric villi, enteric villous, villus intestinalis (intestinum tenue), villus",The tiny hair-like projections that protrude from the inside of the small intestine that contain blood vessels that capture digested nutrients that are absorbed through the intestinal wall; the villi increase the absorptive surface area of the small intestine by approximately 30-fold.,https://data.bioontology.org/ontologies/FOVT,,,,,,,,,,,,,,,,,,,,,
UBERON:0001213,intestinal villus,intestinal villus layer,N/A,https://data.bioontology.org/ontologies/UPHENO,,,,,,,,,,,,,,,,,,,,,
UBERON:0001213,intestinal villus,"villi intestinales, intestinal villus layer, small intestine villus",The tiny hair-like projections that protrude from the inside of the small intestine that contain blood vessels that capture digested nutrients that are absorbed through the intestinal wall; the villi increase the absorptive surface area of the small intestine by approximately 30-fold.,https://data.bioontology.org/ontologies/GO-PLUS,,,,,,,,,,,,,,,,,,,,,
UBERON:0001213,intestinal villus,"villi intestinales, intestinal villus layer, small intestine villus",The tiny hair-like projections that protrude from the inside of the small intestine that contain blood vessels that capture digested nutrients that are absorbed through the intestinal wall; the villi increase the absorptive surface area of the small intestine by approximately 30-fold.,https://data.bioontology.org/ontologies/RBO,,,,,,,,,,,,,,,,,,,,,
UBERON:0001213,intestinal villus,"villi intestinales, small intestine villus, intestinal villus layer",The tiny hair-like projections that protrude from the inside of the small intestine that contain blood vessels that capture digested nutrients that are absorbed through the intestinal wall; the villi increase the absorptive surface area of the small intestine by approximately 30-fold.,https://data.bioontology.org/ontologies/CL,,,,,,,,,,,,,,,,,,,,,
UBERON:0001213,intestinal villus,,N/A,https://data.bioontology.org/ontologies/OBA,,,,,,,,,,,,,,,,,,,,,
UBERON:0001250,red pulp of spleen,pulpa splenica,The parenchymatous tissue network of the spleen that consists of loose plates or cords (sinuses) infiltrated with red blood cells where most of the blood filtration occurs and degenerate erythrocytes are removed from the circulation.,https://data.bioontology.org/ontologies/UBERON,,,,,,,,,,,,,,,,,,,,,
UBERON:0001250,red pulp of spleen,,the parenchymatous tissue network of the spleen that consists of loose plates or cords (sinuses) infiltrated with red blood cells where most of the blood filtration occurs and degenerate erythrocytes are removed from the circulation,https://data.bioontology.org/ontologies/FNS-H,,,,,,,,,,,,,,,,,,,,,
UBERON:0001250,red pulp of spleen,"pulpa splenica, splenic red pulp, pulpa rubra, spleen red pulp, red pulp",The parenchymatous tissue network of the spleen that consists of loose plates or cords (sinuses) infiltrated with red blood cells where most of the blood filtration occurs and degenerate erythrocytes are removed from the circulation.,https://data.bioontology.org/ontologies/NIFSTD,,,,,,,,,,,,,,,,,,,,,
UBERON:0001250,Red Pulp,"pulpa splenica, spleen red pulp, red pulp, splenic red pulp, pulpa rubra",The parenchymatous tissue network of the spleen that consists of loose plates or cords (sinuses) infiltrated with red blood cells where most of the blood filtration occurs and degenerate erythrocytes are removed from the circulation.,https://data.bioontology.org/ontologies/HRA,,,,,,,,,,,,,,,,,,,,,
UBERON:0001250,red pulp of spleen,"splenic red pulp, spleen red pulp, red pulp",N/A,https://data.bioontology.org/ontologies/UPHENO,,,,,,,,,,,,,,,,,,,,,
UBERON:0001250,red pulp of spleen,,N/A,https://data.bioontology.org/ontologies/OBA,,,,,,,,,,,,,,,,,,,,,
UBERON:0001250,red pulp of spleen,"pulpa splenica, splenic red pulp, pulpa rubra, spleen red pulp, red pulp",The parenchymatous tissue network of the spleen that consists of loose plates or cords (sinuses) infiltrated with red blood cells where most of the blood filtration occurs and degenerate erythrocytes are removed from the circulation.,https://data.bioontology.org/ontologies/HHEAR,,,,,,,,,,,,,,,,,,,,,
UBERON:0001250,red pulp of spleen,"splenic red pulp, spleen red pulp, red pulp, pulpa splenica, pulpa rubra",N/A,https://data.bioontology.org/ontologies/NPOKB,,,,,,,,,,,,,,,,,,,,,
UBERON:0001250,red pulp of spleen,pulpa splenica,The parenchymatous tissue network of the spleen that consists of loose plates or cords (sinuses) infiltrated with red blood cells where most of the blood filtration occurs and degenerate erythrocytes are removed from the circulation.,https://data.bioontology.org/ontologies/CL,,,,,,,,,,,,,,,,,,,,,
UBERON:0001959,white pulp of spleen,noduli lymphoidei splenici,"The parenchymatous tissue of the spleen that surrounds splenic blood vessels, consists of compact masses of lymphatic cells and is where foreign material removed from the blood is used to initiate an immune reaction that results in the production of antibodies.",https://data.bioontology.org/ontologies/UBERON,,,,,,,,,,,,,,,,,,,,,
UBERON:0001959,white pulp of spleen,"noduli lymphoidei splenici, spleen white pulp, splenic white pulp, pulpa alba, white pulp","The parenchymatous tissue of the spleen that surrounds splenic blood vessels, consists of compact masses of lymphatic cells and is where foreign material removed from the blood is used to initiate an immune reaction that results in the production of antibodies.",https://data.bioontology.org/ontologies/NIFSTD,,,,,,,,,,,,,,,,,,,,,
UBERON:0001959,white pulp of spleen,,"the parenchymatous tissue of the spleen that surrounds splenic blood vessels, consists of compact masses of lymphatic cells and is where foreign material removed from the blood is used to initiate an immune reaction that results in the production of antibodies",https://data.bioontology.org/ontologies/FNS-H,,,,,,,,,,,,,,,,,,,,,
UBERON:0001959,White Pulp,"noduli lymphoidei splenici, spleen white pulp, pulpa alba, splenic white pulp, white pulp","The parenchymatous tissue of the spleen that surrounds splenic blood vessels, consists of compact masses of lymphatic cells and is where foreign material removed from the blood is used to initiate an immune reaction that results in the production of antibodies.",https://data.bioontology.org/ontologies/HRA,,,,,,,,,,,,,,,,,,,,,
UBERON:0001959,white pulp of spleen,,N/A,https://data.bioontology.org/ontologies/OBA,,,,,,,,,,,,,,,,,,,,,
UBERON:0001959,white pulp of spleen,noduli lymphoidei splenici,"The parenchymatous tissue of the spleen that surrounds splenic blood vessels, consists of compact masses of lymphatic cells and is where foreign material removed from the blood is used to initiate an immune reaction that results in the production of antibodies.",https://data.bioontology.org/ontologies/GO-PLUS,,,,,,,,,,,,,,,,,,,,,
UBERON:0001959,white pulp of spleen,"white pulp, splenic white pulp, spleen white pulp, pulpa alba, noduli lymphoidei splenici",N/A,https://data.bioontology.org/ontologies/NPOKB,,,,,,,,,,,,,,,,,,,,,
UBERON:0001959,white pulp of spleen,"spleen white pulp, splenic white pulp, white pulp",N/A,https://data.bioontology.org/ontologies/UPHENO,,,,,,,,,,,,,,,,,,,,,
UBERON:0001959,white pulp of spleen,noduli lymphoidei splenici,"The parenchymatous tissue of the spleen that surrounds splenic blood vessels, consists of compact masses of lymphatic cells and is where foreign material removed from the blood is used to initiate an immune reaction that results in the production of antibodies.",https://data.bioontology.org/ontologies/CL,,,,,,,,,,,,,,,,,,,,,
UBERON:0002125,thymus lobule,"thymus lobule, thymic lobule, lobule of thymus","A lobule that is part of a thymus. Divided into an outer cortex and inner medulla and separated from each other by connective tissue septa, but with the medullary tissue continuous from lobule to lobule.[ncit,modified].",https://data.bioontology.org/ontologies/UBERON,,,,,,,,,,,,,,,,,,,,,
UBERON:0002125,thymus lobule,,"A lobule that is part of a thymus. Divided into an outer cortex and inner medulla and separated from each other by connective tissue septa, but with the medullary tissue continuous from lobule to lobule.[ncit,modified].",https://data.bioontology.org/ontologies/FNS-H,,,,,,,,,,,,,,,,,,,,,
UBERON:0002125,thymus lobule,"thymus lobule, lobule of thymus, thymic lobule","A lobule that is part of a thymus. Divided into an outer cortex and inner medulla and separated from each other by connective tissue septa, but with the medullary tissue continuous from lobule to lobule.[ncit,modified].",https://data.bioontology.org/ontologies/NIFSTD,,,,,,,,,,,,,,,,,,,,,
UBERON:0002125,thymus lobule,"lobule of thymus, thymic lobule, thymus lobule","A lobule that is part of a thymus. Divided into an outer cortex and inner medulla and separated from each other by connective tissue septa, but with the medullary tissue continuous from lobule to lobule.[ncit,modified].",https://data.bioontology.org/ontologies/HRA,,,,,,,,,,,,,,,,,,,,,
UBERON:0002125,thymus lobule,thymic lobule,N/A,https://data.bioontology.org/ontologies/UPHENO,,,,,,,,,,,,,,,,,,,,,
UBERON:0002125,thymus lobule,,N/A,https://data.bioontology.org/ontologies/OBA,,,,,,,,,,,,,,,,,,,,,
UBERON:0002125,thymus lobule,"thymus lobule, lobule of thymus, thymic lobule","A lobule that is part of a thymus. Divided into an outer cortex and inner medulla and separated from each other by connective tissue septa, but with the medullary tissue continuous from lobule to lobule.[ncit,modified].",https://data.bioontology.org/ontologies/GO-PLUS,,,,,,,,,,,,,,,,,,,,,
UBERON:0002125,thymus lobule,"thymus lobule, lobule of thymus, thymic lobule","A lobule that is part of a thymus. Divided into an outer cortex and inner medulla and separated from each other by connective tissue septa, but with the medullary tissue continuous from lobule to lobule.[ncit,modified].",https://data.bioontology.org/ontologies/HHEAR,,,,,,,,,,,,,,,,,,,,,
UBERON:0002125,thymus lobule,"thymus lobule, thymic lobule, lobule of thymus","A lobule that is part of a thymus. Divided into an outer cortex and inner medulla and separated from each other by connective tissue septa, but with the medullary tissue continuous from lobule to lobule.[ncit,modified].",https://data.bioontology.org/ontologies/CL,,,,,,,,,,,,,,,,,,,,,
UBERON:0001285,nephron,"tubulus renalis, nephroneum","The basic functional unit of the kidney. its chief function is to regulate the concentration of water and soluble substances like sodium salts by filtering the blood, reabsorbing what is needed and excreting the rest as urine. A nephron eliminates wastes from the body, regulates blood volume and blood pressure, controls levels of electrolytes and metabolites, and regulates blood pH. Its functions are vital to life and are regulated by the endocrine system by hormones such as antidiuretic hormone, aldosterone, and parathyroid hormone.[WP].",https://data.bioontology.org/ontologies/UBERON,,,,,,,,,,,,,,,,,,,,,
UBERON:0001285,nephron,"mature nephron, nephroneum, tubulus renalis","The basic functional unit of the kidney. its chief function is to regulate the concentration of water and soluble substances like sodium salts by filtering the blood, reabsorbing what is needed and excreting the rest as urine. A nephron eliminates wastes from the body, regulates blood volume and blood pressure, controls levels of electrolytes and metabolites, and regulates blood pH. Its functions are vital to life and are regulated by the endocrine system by hormones such as antidiuretic hormone, aldosterone, and parathyroid hormone.[WP]",https://data.bioontology.org/ontologies/OAE,,,,,,,,,,,,,,,,,,,,,
UBERON:0001285,nephron,"tubulus renalis, nephroneum","The basic functional unit of the kidney. its chief function is to regulate the concentration of water and soluble substances like sodium salts by filtering the blood, reabsorbing what is needed and excreting the rest as urine. A nephron eliminates wastes from the body, regulates blood volume and blood pressure, controls levels of electrolytes and metabolites, and regulates blood pH. Its functions are vital to life and are regulated by the endocrine system by hormones such as antidiuretic hormone, aldosterone, and parathyroid hormone.[WP].",https://data.bioontology.org/ontologies/MAXO,,,,,,,,,,,,,,,,,,,,,
UBERON:0001285,UBERON_0001285,,N/A,https://data.bioontology.org/ontologies/BERO,,,,,,,,,,,,,,,,,,,,,
UBERON:0001285,nephron,"mature nephron, tubulus renalis, nephroneum","The basic functional unit of the kidney. its chief function is to regulate the concentration of water and soluble substances like sodium salts by filtering the blood, reabsorbing what is needed and excreting the rest as urine. A nephron eliminates wastes from the body, regulates blood volume and blood pressure, controls levels of electrolytes and metabolites, and regulates blood pH. Its functions are vital to life and are regulated by the endocrine system by hormones such as antidiuretic hormone, aldosterone, and parathyroid hormone.[WP].",https://data.bioontology.org/ontologies/NIFSTD,,,,,,,,,,,,,,,,,,,,,
UBERON:0001285,nephron,,"The basic functional unit of the kidney. its chief function is to regulate the concentration of water and soluble substances like sodium salts by filtering the blood, reabsorbing what is needed and excreting the rest as urine. A nephron eliminates wastes from the body, regulates blood volume and blood pressure, controls levels of electrolytes and metabolites, and regulates blood pH. Its functions are vital to life and are regulated by the endocrine system by hormones such as antidiuretic hormone, aldosterone, and parathyroid hormone.[WP]",https://data.bioontology.org/ontologies/FNS-H,,,,,,,,,,,,,,,,,,,,,
UBERON:0001285,nephron,,N/A,https://data.bioontology.org/ontologies/NBO,,,,,,,,,,,,,,,,,,,,,
UBERON:0001285,N/A,"mature nephron, tubulus renalis, nephroneum","The basic functional unit of the kidney. its chief function is to regulate the concentration of water and soluble substances like sodium salts by filtering the blood, reabsorbing what is needed and excreting the rest as urine. A nephron eliminates wastes from the body, regulates blood volume and blood pressure, controls levels of electrolytes and metabolites, and regulates blood pH. Its functions are vital to life and are regulated by the endocrine system by hormones such as antidiuretic hormone, aldosterone, and parathyroid hormone.[WP].",https://data.bioontology.org/ontologies/HSPO,,,,,,,,,,,,,,,,,,,,,
UBERON:0001285,nephron,"mature nephron, tubulus renalis, nephroneum","The basic functional unit of the kidney. its chief function is to regulate the concentration of water and soluble substances like sodium salts by filtering the blood, reabsorbing what is needed and excreting the rest as urine. A nephron eliminates wastes from the body, regulates blood volume and blood pressure, controls levels of electrolytes and metabolites, and regulates blood pH. Its functions are vital to life and are regulated by the endocrine system by hormones such as antidiuretic hormone, aldosterone, and parathyroid hormone.[WP].",https://data.bioontology.org/ontologies/KTAO,,,,,,,,,,,,,,,,,,,,,
UBERON:0001285,nephron,"nephroneum, tubulus renalis, mature nephron","The basic functional unit of the kidney. its chief function is to regulate the concentration of water and soluble substances like sodium salts by filtering the blood, reabsorbing what is needed and excreting the rest as urine. A nephron eliminates wastes from the body, regulates blood volume and blood pressure, controls levels of electrolytes and metabolites, and regulates blood pH. Its functions are vital to life and are regulated by the endocrine system by hormones such as antidiuretic hormone, aldosterone, and parathyroid hormone.[WP].",https://data.bioontology.org/ontologies/HRA,,,,,,,,,,,,,,,,,,,,,
UBERON:0001285,nephron,"tubulus renalis, nephroneum, mature nephron","The basic functional unit of the kidney. its chief function is to regulate the concentration of water and soluble substances like sodium salts by filtering the blood, reabsorbing what is needed and excreting the rest as urine. A nephron eliminates wastes from the body, regulates blood volume and blood pressure, controls levels of electrolytes and metabolites, and regulates blood pH. Its functions are vital to life and are regulated by the endocrine system by hormones such as antidiuretic hormone, aldosterone, and parathyroid hormone.[WP].",https://data.bioontology.org/ontologies/CLO,,,,,,,,,,,,,,,,,,,,,
UBERON:0001285,nephron,"mature nephron, tubulus renalis, nephroneum","The basic functional unit of the kidney. its chief function is to regulate the concentration of water and soluble substances like sodium salts by filtering the blood, reabsorbing what is needed and excreting the rest as urine. A nephron eliminates wastes from the body, regulates blood volume and blood pressure, controls levels of electrolytes and metabolites, and regulates blood pH. Its functions are vital to life and are regulated by the endocrine system by hormones such as antidiuretic hormone, aldosterone, and parathyroid hormone.[WP].",https://data.bioontology.org/ontologies/FOVT,,,,,,,,,,,,,,,,,,,,,
UBERON:0001285,nephron,,N/A,https://data.bioontology.org/ontologies/UPHENO,,,,,,,,,,,,,,,,,,,,,
UBERON:0001285,nephron,,N/A,https://data.bioontology.org/ontologies/OBA,,,,,,,,,,,,,,,,,,,,,
UBERON:0001285,nephron,mature nephron,"The basic functional unit of the kidney. its chief function is to regulate the concentration of water and soluble substances like sodium salts by filtering the blood, reabsorbing what is needed and excreting the rest as urine. A nephron eliminates wastes from the body, regulates blood volume and blood pressure, controls levels of electrolytes and metabolites, and regulates blood pH. Its functions are vital to life and are regulated by the endocrine system by hormones such as antidiuretic hormone, aldosterone, and parathyroid hormone.[WP].",https://data.bioontology.org/ontologies/GO-PLUS,,,,,,,,,,,,,,,,,,,,,
UBERON:0001285,nephron,"tubulus renalis, nephroneum, mature nephron",N/A,https://data.bioontology.org/ontologies/NPOKB,,,,,,,,,,,,,,,,,,,,,
UBERON:0001285,nephron,mature nephron,"The basic functional unit of the kidney. its chief function is to regulate the concentration of water and soluble substances like sodium salts by filtering the blood, reabsorbing what is needed and excreting the rest as urine. A nephron eliminates wastes from the body, regulates blood volume and blood pressure, controls levels of electrolytes and metabolites, and regulates blood pH. Its functions are vital to life and are regulated by the endocrine system by hormones such as antidiuretic hormone, aldosterone, and parathyroid hormone.[WP].",https://data.bioontology.org/ontologies/CCONT,,,,,,,,,,,,,,,,,,,,,
UBERON:0001285,nephron,mature nephron,"The basic functional unit of the kidney. its chief function is to regulate the concentration of water and soluble substances like sodium salts by filtering the blood, reabsorbing what is needed and excreting the rest as urine. A nephron eliminates wastes from the body, regulates blood volume and blood pressure, controls levels of electrolytes and metabolites, and regulates blood pH. Its functions are vital to life and are regulated by the endocrine system by hormones such as antidiuretic hormone, aldosterone, and parathyroid hormone.[WP].",https://data.bioontology.org/ontologies/EFO,,,,,,,,,,,,,,,,,,,,,
UBERON:0001285,nephron,"tubulus renalis, nephroneum","The basic functional unit of the kidney. its chief function is to regulate the concentration of water and soluble substances like sodium salts by filtering the blood, reabsorbing what is needed and excreting the rest as urine. A nephron eliminates wastes from the body, regulates blood volume and blood pressure, controls levels of electrolytes and metabolites, and regulates blood pH. Its functions are vital to life and are regulated by the endocrine system by hormones such as antidiuretic hormone, aldosterone, and parathyroid hormone.[WP].",https://data.bioontology.org/ontologies/CL,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
